,TIME,GEO,AGE,SEX,UNIT,Value
516,2014,Russia,Total,Total,Number,143666931.0
517,2014,San Marino,Total,Total,Number,
518,2014,Ukraine,Total,Total,Number,45245894.0
519,2014,Armenia,Total,Total,Number,
520,2014,Azerbaijan,Total,Total,Number,9477119.0
521,2014,Georgia,Total,Total,Number,4490498.0
522,2015,European Union (28 countries),Total,Total,Number,508401408.0
523,2015,European Union (27 countries),Total,Total,Number,504176092.0
524,2015,Euro area (19 countries),Total,Total,Number,338421552.0
525,2015,Euro area (18 countries),Total,Total,Number,335500290.0
526,2015,Belgium,Total,Total,Number,11208986.0
527,2015,Bulgaria,Total,Total,Number,7202198.0
528,2015,Czech Republic,Total,Total,Number,10538275.0
529,2015,Denmark,Total,Total,Number,5659715.0
530,2015,Germany (until 1990 former territory of the FRG),Total,Total,Number,81197537.0
531,2015,Germany (including former GDR),Total,Total,Number,81197537.0
532,2015,Estonia,Total,Total,Number,1313271.0
533,2015,Ireland,Total,Total,Number,4628949.0
534,2015,Greece,Total,Total,Number,10858018.0
535,2015,Spain,Total,Total,Number,46449565.0
536,2015,France,Total,Total,Number,66415161.0
537,2015,France (metropolitan),Total,Total,Number,
538,2015,Croatia,Total,Total,Number,4225316.0
539,2015,Italy,Total,Total,Number,60795612.0
540,2015,Cyprus,Total,Total,Number,847008.0
541,2015,Latvia,Total,Total,Number,1986096.0
542,2015,Lithuania,Total,Total,Number,2921262.0
543,2015,Luxembourg,Total,Total,Number,562958.0
544,2015,Hungary,Total,Total,Number,9855571.0
545,2015,Malta,Total,Total,Number,429344.0
546,2015,Netherlands,Total,Total,Number,16900726.0
547,2015,Austria,Total,Total,Number,8576261.0
548,2015,Poland,Total,Total,Number,38005614.0
549,2015,Portugal,Total,Total,Number,10374822.0
550,2015,Romania,Total,Total,Number,19870647.0
551,2015,Slovenia,Total,Total,Number,2062874.0
552,2015,Slovakia,Total,Total,Number,5421349.0
553,2015,Finland,Total,Total,Number,5471753.0
554,2015,Sweden,Total,Total,Number,9747355.0
555,2015,United Kingdom,Total,Total,Number,64875165.0
556,2015,"European Economic Area (EU-28 plus IS, LI, NO)",Total,Total,Number,513934367.0
557,2015,"European Economic Area (EU-27 plus IS, LI, NO)",Total,Total,Number,509709051.0
558,2015,European Free Trade Association,Total,Total,Number,13770625.0
559,2015,Iceland,Total,Total,Number,329100.0
560,2015,Liechtenstein,Total,Total,Number,37366.0
561,2015,Norway,Total,Total,Number,5166493.0
562,2015,Switzerland,Total,Total,Number,8237666.0
563,2015,Montenegro,Total,Total,Number,622099.0
564,2015,"Former Yugoslav Republic of Macedonia, the",Total,Total,Number,2069172.0
565,2015,Albania,Total,Total,Number,2892302.0
566,2015,Serbia,Total,Total,Number,7114393.0
567,2015,Turkey,Total,Total,Number,77695904.0
568,2015,Andorra,Total,Total,Number,
569,2015,Belarus,Total,Total,Number,9480868.0
570,2015,Bosnia and Herzegovina,Total,Total,Number,
571,2015,Kosovo (under United Nations Security Council Resolution 1244/99),Total,Total,Number,
572,2015,Moldova,Total,Total,Number,3555159.0
573,2015,Monaco,Total,Total,Number,
574,2015,Russia,Total,Total,Number,
575,2015,San Marino,Total,Total,Number,
576,2015,Ukraine,Total,Total,Number,42759661.0
577,2015,Armenia,Total,Total,Number,3010598.0
578,2015,Azerbaijan,Total,Total,Number,9593038.0
579,2015,Georgia,Total,Total,Number,3729500.0
