,TIME,GEO,CITIZEN,SEX,AGE,UNIT,Value
3130,2012,Netherlands,Total,Females,Total,Person,
3131,2012,Netherlands,Total,Females,Less than 14 years,Person,
3132,2012,Netherlands,Total,Females,From 14 to 17 years,Person,
3133,2012,Netherlands,Total,Females,From 18 to 34 years,Person,
3134,2012,Netherlands,Total,Females,35 years or over,Person,
3135,2012,Netherlands,Total,Unknown,Total,Person,
3136,2012,Netherlands,Total,Unknown,Less than 14 years,Person,
3137,2012,Netherlands,Total,Unknown,From 14 to 17 years,Person,
3138,2012,Netherlands,Total,Unknown,From 18 to 34 years,Person,
3139,2012,Netherlands,Total,Unknown,35 years or over,Person,
3140,2012,Austria,Total,Total,Total,Person,23135.0
3141,2012,Austria,Total,Total,Less than 14 years,Person,1775.0
3142,2012,Austria,Total,Total,From 14 to 17 years,Person,2085.0
3143,2012,Austria,Total,Total,From 18 to 34 years,Person,13845.0
3144,2012,Austria,Total,Total,35 years or over,Person,5430.0
3145,2012,Austria,Total,Males,Total,Person,19150.0
3146,2012,Austria,Total,Males,Less than 14 years,Person,965.0
3147,2012,Austria,Total,Males,From 14 to 17 years,Person,1900.0
3148,2012,Austria,Total,Males,From 18 to 34 years,Person,12140.0
3149,2012,Austria,Total,Males,35 years or over,Person,4145.0
3150,2012,Austria,Total,Females,Total,Person,3985.0
3151,2012,Austria,Total,Females,Less than 14 years,Person,810.0
3152,2012,Austria,Total,Females,From 14 to 17 years,Person,185.0
3153,2012,Austria,Total,Females,From 18 to 34 years,Person,1705.0
3154,2012,Austria,Total,Females,35 years or over,Person,1285.0
3155,2012,Austria,Total,Unknown,Total,Person,
3156,2012,Austria,Total,Unknown,Less than 14 years,Person,
3157,2012,Austria,Total,Unknown,From 14 to 17 years,Person,
3158,2012,Austria,Total,Unknown,From 18 to 34 years,Person,
3159,2012,Austria,Total,Unknown,35 years or over,Person,
3160,2012,Poland,Total,Total,Total,Person,8140.0
3161,2012,Poland,Total,Total,Less than 14 years,Person,190.0
3162,2012,Poland,Total,Total,From 14 to 17 years,Person,60.0
3163,2012,Poland,Total,Total,From 18 to 34 years,Person,3910.0
3164,2012,Poland,Total,Total,35 years or over,Person,3975.0
3165,2012,Poland,Total,Males,Total,Person,5240.0
3166,2012,Poland,Total,Males,Less than 14 years,Person,105.0
3167,2012,Poland,Total,Males,From 14 to 17 years,Person,45.0
3168,2012,Poland,Total,Males,From 18 to 34 years,Person,2705.0
3169,2012,Poland,Total,Males,35 years or over,Person,2390.0
3170,2012,Poland,Total,Females,Total,Person,2900.0
3171,2012,Poland,Total,Females,Less than 14 years,Person,85.0
3172,2012,Poland,Total,Females,From 14 to 17 years,Person,20.0
3173,2012,Poland,Total,Females,From 18 to 34 years,Person,1205.0
3174,2012,Poland,Total,Females,35 years or over,Person,1590.0
3175,2012,Poland,Total,Unknown,Total,Person,
3176,2012,Poland,Total,Unknown,Less than 14 years,Person,
3177,2012,Poland,Total,Unknown,From 14 to 17 years,Person,
3178,2012,Poland,Total,Unknown,From 18 to 34 years,Person,
3179,2012,Poland,Total,Unknown,35 years or over,Person,
3180,2012,Portugal,Total,Total,Total,Person,9110.0
3181,2012,Portugal,Total,Total,Less than 14 years,Person,0.0
3182,2012,Portugal,Total,Total,From 14 to 17 years,Person,65.0
3183,2012,Portugal,Total,Total,From 18 to 34 years,Person,5875.0
3184,2012,Portugal,Total,Total,35 years or over,Person,3170.0
3185,2012,Portugal,Total,Males,Total,Person,6845.0
3186,2012,Portugal,Total,Males,Less than 14 years,Person,0.0
3187,2012,Portugal,Total,Males,From 14 to 17 years,Person,45.0
3188,2012,Portugal,Total,Males,From 18 to 34 years,Person,4435.0
3189,2012,Portugal,Total,Males,35 years or over,Person,2365.0
3190,2012,Portugal,Total,Females,Total,Person,2265.0
3191,2012,Portugal,Total,Females,Less than 14 years,Person,0.0
3192,2012,Portugal,Total,Females,From 14 to 17 years,Person,20.0
3193,2012,Portugal,Total,Females,From 18 to 34 years,Person,1435.0
3194,2012,Portugal,Total,Females,35 years or over,Person,805.0
3195,2012,Portugal,Total,Unknown,Total,Person,
3196,2012,Portugal,Total,Unknown,Less than 14 years,Person,
3197,2012,Portugal,Total,Unknown,From 14 to 17 years,Person,
3198,2012,Portugal,Total,Unknown,From 18 to 34 years,Person,
3199,2012,Portugal,Total,Unknown,35 years or over,Person,
3200,2012,Romania,Total,Total,Total,Person,2145.0
3201,2012,Romania,Total,Total,Less than 14 years,Person,40.0
3202,2012,Romania,Total,Total,From 14 to 17 years,Person,30.0
3203,2012,Romania,Total,Total,From 18 to 34 years,Person,1395.0
3204,2012,Romania,Total,Total,35 years or over,Person,680.0
3205,2012,Romania,Total,Males,Total,Person,1650.0
3206,2012,Romania,Total,Males,Less than 14 years,Person,20.0
3207,2012,Romania,Total,Males,From 14 to 17 years,Person,25.0
3208,2012,Romania,Total,Males,From 18 to 34 years,Person,1105.0
3209,2012,Romania,Total,Males,35 years or over,Person,500.0
3210,2012,Romania,Total,Females,Total,Person,495.0
3211,2012,Romania,Total,Females,Less than 14 years,Person,20.0
3212,2012,Romania,Total,Females,From 14 to 17 years,Person,5.0
3213,2012,Romania,Total,Females,From 18 to 34 years,Person,290.0
3214,2012,Romania,Total,Females,35 years or over,Person,185.0
3215,2012,Romania,Total,Unknown,Total,Person,
3216,2012,Romania,Total,Unknown,Less than 14 years,Person,
3217,2012,Romania,Total,Unknown,From 14 to 17 years,Person,
3218,2012,Romania,Total,Unknown,From 18 to 34 years,Person,
3219,2012,Romania,Total,Unknown,35 years or over,Person,
3220,2012,Slovenia,Total,Total,Total,Person,1555.0
3221,2012,Slovenia,Total,Total,Less than 14 years,Person,75.0
3222,2012,Slovenia,Total,Total,From 14 to 17 years,Person,135.0
3223,2012,Slovenia,Total,Total,From 18 to 34 years,Person,925.0
3224,2012,Slovenia,Total,Total,35 years or over,Person,425.0
3225,2012,Slovenia,Total,Males,Total,Person,1360.0
3226,2012,Slovenia,Total,Males,Less than 14 years,Person,45.0
3227,2012,Slovenia,Total,Males,From 14 to 17 years,Person,130.0
3228,2012,Slovenia,Total,Males,From 18 to 34 years,Person,825.0
3229,2012,Slovenia,Total,Males,35 years or over,Person,360.0
3230,2012,Slovenia,Total,Females,Total,Person,195.0
3231,2012,Slovenia,Total,Females,Less than 14 years,Person,30.0
3232,2012,Slovenia,Total,Females,From 14 to 17 years,Person,0.0
3233,2012,Slovenia,Total,Females,From 18 to 34 years,Person,100.0
3234,2012,Slovenia,Total,Females,35 years or over,Person,60.0
3235,2012,Slovenia,Total,Unknown,Total,Person,
3236,2012,Slovenia,Total,Unknown,Less than 14 years,Person,
3237,2012,Slovenia,Total,Unknown,From 14 to 17 years,Person,
3238,2012,Slovenia,Total,Unknown,From 18 to 34 years,Person,
3239,2012,Slovenia,Total,Unknown,35 years or over,Person,
3240,2012,Slovakia,Total,Total,Total,Person,1395.0
3241,2012,Slovakia,Total,Total,Less than 14 years,Person,40.0
3242,2012,Slovakia,Total,Total,From 14 to 17 years,Person,150.0
3243,2012,Slovakia,Total,Total,From 18 to 34 years,Person,835.0
3244,2012,Slovakia,Total,Total,35 years or over,Person,375.0
3245,2012,Slovakia,Total,Males,Total,Person,1065.0
3246,2012,Slovakia,Total,Males,Less than 14 years,Person,15.0
3247,2012,Slovakia,Total,Males,From 14 to 17 years,Person,135.0
3248,2012,Slovakia,Total,Males,From 18 to 34 years,Person,660.0
3249,2012,Slovakia,Total,Males,35 years or over,Person,255.0
3250,2012,Slovakia,Total,Females,Total,Person,330.0
3251,2012,Slovakia,Total,Females,Less than 14 years,Person,25.0
3252,2012,Slovakia,Total,Females,From 14 to 17 years,Person,15.0
3253,2012,Slovakia,Total,Females,From 18 to 34 years,Person,175.0
3254,2012,Slovakia,Total,Females,35 years or over,Person,120.0
3255,2012,Slovakia,Total,Unknown,Total,Person,
3256,2012,Slovakia,Total,Unknown,Less than 14 years,Person,
3257,2012,Slovakia,Total,Unknown,From 14 to 17 years,Person,
3258,2012,Slovakia,Total,Unknown,From 18 to 34 years,Person,
3259,2012,Slovakia,Total,Unknown,35 years or over,Person,
3260,2012,Finland,Total,Total,Total,Person,3620.0
3261,2012,Finland,Total,Total,Less than 14 years,Person,400.0
3262,2012,Finland,Total,Total,From 14 to 17 years,Person,200.0
3263,2012,Finland,Total,Total,From 18 to 34 years,Person,2070.0
3264,2012,Finland,Total,Total,35 years or over,Person,955.0
3265,2012,Finland,Total,Males,Total,Person,2590.0
3266,2012,Finland,Total,Males,Less than 14 years,Person,220.0
3267,2012,Finland,Total,Males,From 14 to 17 years,Person,160.0
3268,2012,Finland,Total,Males,From 18 to 34 years,Person,1550.0
3269,2012,Finland,Total,Males,35 years or over,Person,660.0
3270,2012,Finland,Total,Females,Total,Person,1030.0
3271,2012,Finland,Total,Females,Less than 14 years,Person,180.0
3272,2012,Finland,Total,Females,From 14 to 17 years,Person,40.0
3273,2012,Finland,Total,Females,From 18 to 34 years,Person,520.0
3274,2012,Finland,Total,Females,35 years or over,Person,290.0
3275,2012,Finland,Total,Unknown,Total,Person,
3276,2012,Finland,Total,Unknown,Less than 14 years,Person,
3277,2012,Finland,Total,Unknown,From 14 to 17 years,Person,
3278,2012,Finland,Total,Unknown,From 18 to 34 years,Person,
3279,2012,Finland,Total,Unknown,35 years or over,Person,
3280,2012,Sweden,Total,Total,Total,Person,23205.0
3281,2012,Sweden,Total,Total,Less than 14 years,Person,4935.0
3282,2012,Sweden,Total,Total,From 14 to 17 years,Person,2095.0
3283,2012,Sweden,Total,Total,From 18 to 34 years,Person,11200.0
3284,2012,Sweden,Total,Total,35 years or over,Person,4975.0
3285,2012,Sweden,Total,Males,Total,Person,15095.0
3286,2012,Sweden,Total,Males,Less than 14 years,Person,2595.0
3287,2012,Sweden,Total,Males,From 14 to 17 years,Person,1625.0
3288,2012,Sweden,Total,Males,From 18 to 34 years,Person,7805.0
3289,2012,Sweden,Total,Males,35 years or over,Person,3075.0
3290,2012,Sweden,Total,Females,Total,Person,8110.0
3291,2012,Sweden,Total,Females,Less than 14 years,Person,2340.0
3292,2012,Sweden,Total,Females,From 14 to 17 years,Person,470.0
3293,2012,Sweden,Total,Females,From 18 to 34 years,Person,3395.0
3294,2012,Sweden,Total,Females,35 years or over,Person,1905.0
3295,2012,Sweden,Total,Unknown,Total,Person,
3296,2012,Sweden,Total,Unknown,Less than 14 years,Person,
3297,2012,Sweden,Total,Unknown,From 14 to 17 years,Person,
3298,2012,Sweden,Total,Unknown,From 18 to 34 years,Person,
3299,2012,Sweden,Total,Unknown,35 years or over,Person,
3300,2012,United Kingdom,Total,Total,Total,Person,49365.0
3301,2012,United Kingdom,Total,Total,Less than 14 years,Person,4155.0
3302,2012,United Kingdom,Total,Total,From 14 to 17 years,Person,1510.0
3303,2012,United Kingdom,Total,Total,From 18 to 34 years,Person,29560.0
3304,2012,United Kingdom,Total,Total,35 years or over,Person,14145.0
3305,2012,United Kingdom,Total,Males,Total,Person,36000.0
3306,2012,United Kingdom,Total,Males,Less than 14 years,Person,2175.0
3307,2012,United Kingdom,Total,Males,From 14 to 17 years,Person,1165.0
3308,2012,United Kingdom,Total,Males,From 18 to 34 years,Person,22725.0
3309,2012,United Kingdom,Total,Males,35 years or over,Person,9935.0
3310,2012,United Kingdom,Total,Females,Total,Person,13370.0
3311,2012,United Kingdom,Total,Females,Less than 14 years,Person,1980.0
3312,2012,United Kingdom,Total,Females,From 14 to 17 years,Person,345.0
3313,2012,United Kingdom,Total,Females,From 18 to 34 years,Person,6835.0
3314,2012,United Kingdom,Total,Females,35 years or over,Person,4210.0
3315,2012,United Kingdom,Total,Unknown,Total,Person,
3316,2012,United Kingdom,Total,Unknown,Less than 14 years,Person,
3317,2012,United Kingdom,Total,Unknown,From 14 to 17 years,Person,
3318,2012,United Kingdom,Total,Unknown,From 18 to 34 years,Person,
3319,2012,United Kingdom,Total,Unknown,35 years or over,Person,
3320,2012,Iceland,Total,Total,Total,Person,
3321,2012,Iceland,Total,Total,Less than 14 years,Person,
3322,2012,Iceland,Total,Total,From 14 to 17 years,Person,
3323,2012,Iceland,Total,Total,From 18 to 34 years,Person,
3324,2012,Iceland,Total,Total,35 years or over,Person,
3325,2012,Iceland,Total,Males,Total,Person,
3326,2012,Iceland,Total,Males,Less than 14 years,Person,
3327,2012,Iceland,Total,Males,From 14 to 17 years,Person,
3328,2012,Iceland,Total,Males,From 18 to 34 years,Person,
3329,2012,Iceland,Total,Males,35 years or over,Person,
3330,2012,Iceland,Total,Females,Total,Person,
3331,2012,Iceland,Total,Females,Less than 14 years,Person,
3332,2012,Iceland,Total,Females,From 14 to 17 years,Person,
3333,2012,Iceland,Total,Females,From 18 to 34 years,Person,
3334,2012,Iceland,Total,Females,35 years or over,Person,
3335,2012,Iceland,Total,Unknown,Total,Person,
3336,2012,Iceland,Total,Unknown,Less than 14 years,Person,
3337,2012,Iceland,Total,Unknown,From 14 to 17 years,Person,
3338,2012,Iceland,Total,Unknown,From 18 to 34 years,Person,
3339,2012,Iceland,Total,Unknown,35 years or over,Person,
3340,2012,Liechtenstein,Total,Total,Total,Person,0.0
3341,2012,Liechtenstein,Total,Total,Less than 14 years,Person,0.0
3342,2012,Liechtenstein,Total,Total,From 14 to 17 years,Person,0.0
3343,2012,Liechtenstein,Total,Total,From 18 to 34 years,Person,0.0
3344,2012,Liechtenstein,Total,Total,35 years or over,Person,0.0
3345,2012,Liechtenstein,Total,Males,Total,Person,0.0
3346,2012,Liechtenstein,Total,Males,Less than 14 years,Person,0.0
3347,2012,Liechtenstein,Total,Males,From 14 to 17 years,Person,0.0
3348,2012,Liechtenstein,Total,Males,From 18 to 34 years,Person,0.0
3349,2012,Liechtenstein,Total,Males,35 years or over,Person,0.0
3350,2012,Liechtenstein,Total,Females,Total,Person,0.0
3351,2012,Liechtenstein,Total,Females,Less than 14 years,Person,0.0
3352,2012,Liechtenstein,Total,Females,From 14 to 17 years,Person,0.0
3353,2012,Liechtenstein,Total,Females,From 18 to 34 years,Person,0.0
3354,2012,Liechtenstein,Total,Females,35 years or over,Person,0.0
3355,2012,Liechtenstein,Total,Unknown,Total,Person,
3356,2012,Liechtenstein,Total,Unknown,Less than 14 years,Person,
3357,2012,Liechtenstein,Total,Unknown,From 14 to 17 years,Person,
3358,2012,Liechtenstein,Total,Unknown,From 18 to 34 years,Person,
3359,2012,Liechtenstein,Total,Unknown,35 years or over,Person,
3360,2012,Norway,Total,Total,Total,Person,2760.0
3361,2012,Norway,Total,Total,Less than 14 years,Person,20.0
3362,2012,Norway,Total,Total,From 14 to 17 years,Person,20.0
3363,2012,Norway,Total,Total,From 18 to 34 years,Person,1825.0
3364,2012,Norway,Total,Total,35 years or over,Person,895.0
3365,2012,Norway,Total,Males,Total,Person,2120.0
3366,2012,Norway,Total,Males,Less than 14 years,Person,10.0
3367,2012,Norway,Total,Males,From 14 to 17 years,Person,15.0
3368,2012,Norway,Total,Males,From 18 to 34 years,Person,1440.0
3369,2012,Norway,Total,Males,35 years or over,Person,660.0
3370,2012,Norway,Total,Females,Total,Person,640.0
3371,2012,Norway,Total,Females,Less than 14 years,Person,10.0
3372,2012,Norway,Total,Females,From 14 to 17 years,Person,5.0
3373,2012,Norway,Total,Females,From 18 to 34 years,Person,385.0
3374,2012,Norway,Total,Females,35 years or over,Person,240.0
3375,2012,Norway,Total,Unknown,Total,Person,
3376,2012,Norway,Total,Unknown,Less than 14 years,Person,
3377,2012,Norway,Total,Unknown,From 14 to 17 years,Person,
3378,2012,Norway,Total,Unknown,From 18 to 34 years,Person,
3379,2012,Norway,Total,Unknown,35 years or over,Person,
3380,2012,Switzerland,Total,Total,Total,Person,14170.0
3381,2012,Switzerland,Total,Total,Less than 14 years,Person,45.0
3382,2012,Switzerland,Total,Total,From 14 to 17 years,Person,360.0
3383,2012,Switzerland,Total,Total,From 18 to 34 years,Person,9855.0
3384,2012,Switzerland,Total,Total,35 years or over,Person,3905.0
3385,2012,Switzerland,Total,Males,Total,Person,11260.0
3386,2012,Switzerland,Total,Males,Less than 14 years,Person,15.0
3387,2012,Switzerland,Total,Males,From 14 to 17 years,Person,265.0
3388,2012,Switzerland,Total,Males,From 18 to 34 years,Person,8350.0
3389,2012,Switzerland,Total,Males,35 years or over,Person,2630.0
3390,2012,Switzerland,Total,Females,Total,Person,2905.0
3391,2012,Switzerland,Total,Females,Less than 14 years,Person,25.0
3392,2012,Switzerland,Total,Females,From 14 to 17 years,Person,95.0
3393,2012,Switzerland,Total,Females,From 18 to 34 years,Person,1505.0
3394,2012,Switzerland,Total,Females,35 years or over,Person,1280.0
3395,2012,Switzerland,Total,Unknown,Total,Person,
3396,2012,Switzerland,Total,Unknown,Less than 14 years,Person,
3397,2012,Switzerland,Total,Unknown,From 14 to 17 years,Person,
3398,2012,Switzerland,Total,Unknown,From 18 to 34 years,Person,
3399,2012,Switzerland,Total,Unknown,35 years or over,Person,
3400,2013,European Union (28 countries),Total,Total,Total,Person,429060.0
3401,2013,European Union (28 countries),Total,Total,Less than 14 years,Person,20465.0
3402,2013,European Union (28 countries),Total,Total,From 14 to 17 years,Person,19670.0
3403,2013,European Union (28 countries),Total,Total,From 18 to 34 years,Person,267495.0
3404,2013,European Union (28 countries),Total,Total,35 years or over,Person,121415.0
3405,2013,European Union (28 countries),Total,Males,Total,Person,336920.0
3406,2013,European Union (28 countries),Total,Males,Less than 14 years,Person,10725.0
3407,2013,European Union (28 countries),Total,Males,From 14 to 17 years,Person,15900.0
3408,2013,European Union (28 countries),Total,Males,From 18 to 34 years,Person,221750.0
3409,2013,European Union (28 countries),Total,Males,35 years or over,Person,88275.0
3410,2013,European Union (28 countries),Total,Females,Total,Person,91955.0
3411,2013,European Union (28 countries),Total,Females,Less than 14 years,Person,9455.0
3412,2013,European Union (28 countries),Total,Females,From 14 to 17 years,Person,3765.0
3413,2013,European Union (28 countries),Total,Females,From 18 to 34 years,Person,45670.0
3414,2013,European Union (28 countries),Total,Females,35 years or over,Person,33060.0
3415,2013,European Union (28 countries),Total,Unknown,Total,Person,185.0
3416,2013,European Union (28 countries),Total,Unknown,Less than 14 years,Person,25.0
3417,2013,European Union (28 countries),Total,Unknown,From 14 to 17 years,Person,5.0
3418,2013,European Union (28 countries),Total,Unknown,From 18 to 34 years,Person,75.0
3419,2013,European Union (28 countries),Total,Unknown,35 years or over,Person,80.0
3420,2013,European Union (27 countries),Total,Total,Total,Person,424910.0
3421,2013,European Union (27 countries),Total,Total,Less than 14 years,Person,20335.0
3422,2013,European Union (27 countries),Total,Total,From 14 to 17 years,Person,19355.0
3423,2013,European Union (27 countries),Total,Total,From 18 to 34 years,Person,264455.0
3424,2013,European Union (27 countries),Total,Total,35 years or over,Person,120750.0
3425,2013,European Union (27 countries),Total,Males,Total,Person,333100.0
3426,2013,European Union (27 countries),Total,Males,Less than 14 years,Person,10655.0
3427,2013,European Union (27 countries),Total,Males,From 14 to 17 years,Person,15610.0
3428,2013,European Union (27 countries),Total,Males,From 18 to 34 years,Person,218905.0
3429,2013,European Union (27 countries),Total,Males,35 years or over,Person,87660.0
3430,2013,European Union (27 countries),Total,Females,Total,Person,91625.0
3431,2013,European Union (27 countries),Total,Females,Less than 14 years,Person,9390.0
3432,2013,European Union (27 countries),Total,Females,From 14 to 17 years,Person,3745.0
3433,2013,European Union (27 countries),Total,Females,From 18 to 34 years,Person,45475.0
3434,2013,European Union (27 countries),Total,Females,35 years or over,Person,33010.0
3435,2013,European Union (27 countries),Total,Unknown,Total,Person,
3436,2013,European Union (27 countries),Total,Unknown,Less than 14 years,Person,
3437,2013,European Union (27 countries),Total,Unknown,From 14 to 17 years,Person,
3438,2013,European Union (27 countries),Total,Unknown,From 18 to 34 years,Person,
3439,2013,European Union (27 countries),Total,Unknown,35 years or over,Person,
3440,2013,Belgium,Total,Total,Total,Person,15075.0
3441,2013,Belgium,Total,Total,Less than 14 years,Person,200.0
3442,2013,Belgium,Total,Total,From 14 to 17 years,Person,550.0
3443,2013,Belgium,Total,Total,From 18 to 34 years,Person,9730.0
3444,2013,Belgium,Total,Total,35 years or over,Person,4590.0
3445,2013,Belgium,Total,Males,Total,Person,12955.0
3446,2013,Belgium,Total,Males,Less than 14 years,Person,105.0
3447,2013,Belgium,Total,Males,From 14 to 17 years,Person,420.0
3448,2013,Belgium,Total,Males,From 18 to 34 years,Person,8585.0
3449,2013,Belgium,Total,Males,35 years or over,Person,3840.0
3450,2013,Belgium,Total,Females,Total,Person,2120.0
3451,2013,Belgium,Total,Females,Less than 14 years,Person,100.0
3452,2013,Belgium,Total,Females,From 14 to 17 years,Person,130.0
3453,2013,Belgium,Total,Females,From 18 to 34 years,Person,1140.0
3454,2013,Belgium,Total,Females,35 years or over,Person,750.0
3455,2013,Belgium,Total,Unknown,Total,Person,
3456,2013,Belgium,Total,Unknown,Less than 14 years,Person,
3457,2013,Belgium,Total,Unknown,From 14 to 17 years,Person,
3458,2013,Belgium,Total,Unknown,From 18 to 34 years,Person,
3459,2013,Belgium,Total,Unknown,35 years or over,Person,
3460,2013,Bulgaria,Total,Total,Total,Person,5260.0
3461,2013,Bulgaria,Total,Total,Less than 14 years,Person,5.0
3462,2013,Bulgaria,Total,Total,From 14 to 17 years,Person,110.0
3463,2013,Bulgaria,Total,Total,From 18 to 34 years,Person,4080.0
3464,2013,Bulgaria,Total,Total,35 years or over,Person,1060.0
3465,2013,Bulgaria,Total,Males,Total,Person,4520.0
3466,2013,Bulgaria,Total,Males,Less than 14 years,Person,0.0
3467,2013,Bulgaria,Total,Males,From 14 to 17 years,Person,100.0
3468,2013,Bulgaria,Total,Males,From 18 to 34 years,Person,3595.0
3469,2013,Bulgaria,Total,Males,35 years or over,Person,820.0
3470,2013,Bulgaria,Total,Females,Total,Person,735.0
3471,2013,Bulgaria,Total,Females,Less than 14 years,Person,5.0
3472,2013,Bulgaria,Total,Females,From 14 to 17 years,Person,10.0
3473,2013,Bulgaria,Total,Females,From 18 to 34 years,Person,485.0
3474,2013,Bulgaria,Total,Females,35 years or over,Person,240.0
3475,2013,Bulgaria,Total,Unknown,Total,Person,
3476,2013,Bulgaria,Total,Unknown,Less than 14 years,Person,
3477,2013,Bulgaria,Total,Unknown,From 14 to 17 years,Person,
3478,2013,Bulgaria,Total,Unknown,From 18 to 34 years,Person,
3479,2013,Bulgaria,Total,Unknown,35 years or over,Person,
3480,2013,Czech Republic,Total,Total,Total,Person,3695.0
3481,2013,Czech Republic,Total,Total,Less than 14 years,Person,250.0
3482,2013,Czech Republic,Total,Total,From 14 to 17 years,Person,70.0
3483,2013,Czech Republic,Total,Total,From 18 to 34 years,Person,1615.0
3484,2013,Czech Republic,Total,Total,35 years or over,Person,1765.0
3485,2013,Czech Republic,Total,Males,Total,Person,2520.0
3486,2013,Czech Republic,Total,Males,Less than 14 years,Person,160.0
3487,2013,Czech Republic,Total,Males,From 14 to 17 years,Person,45.0
3488,2013,Czech Republic,Total,Males,From 18 to 34 years,Person,1130.0
3489,2013,Czech Republic,Total,Males,35 years or over,Person,1185.0
3490,2013,Czech Republic,Total,Females,Total,Person,1175.0
3491,2013,Czech Republic,Total,Females,Less than 14 years,Person,90.0
3492,2013,Czech Republic,Total,Females,From 14 to 17 years,Person,25.0
3493,2013,Czech Republic,Total,Females,From 18 to 34 years,Person,485.0
3494,2013,Czech Republic,Total,Females,35 years or over,Person,575.0
3495,2013,Czech Republic,Total,Unknown,Total,Person,
3496,2013,Czech Republic,Total,Unknown,Less than 14 years,Person,
3497,2013,Czech Republic,Total,Unknown,From 14 to 17 years,Person,
3498,2013,Czech Republic,Total,Unknown,From 18 to 34 years,Person,
3499,2013,Czech Republic,Total,Unknown,35 years or over,Person,
3500,2013,Denmark,Total,Total,Total,Person,395.0
3501,2013,Denmark,Total,Total,Less than 14 years,Person,5.0
3502,2013,Denmark,Total,Total,From 14 to 17 years,Person,10.0
3503,2013,Denmark,Total,Total,From 18 to 34 years,Person,250.0
3504,2013,Denmark,Total,Total,35 years or over,Person,130.0
3505,2013,Denmark,Total,Males,Total,Person,325.0
3506,2013,Denmark,Total,Males,Less than 14 years,Person,0.0
3507,2013,Denmark,Total,Males,From 14 to 17 years,Person,10.0
3508,2013,Denmark,Total,Males,From 18 to 34 years,Person,215.0
3509,2013,Denmark,Total,Males,35 years or over,Person,100.0
3510,2013,Denmark,Total,Females,Total,Person,70.0
3511,2013,Denmark,Total,Females,Less than 14 years,Person,0.0
3512,2013,Denmark,Total,Females,From 14 to 17 years,Person,0.0
3513,2013,Denmark,Total,Females,From 18 to 34 years,Person,35.0
3514,2013,Denmark,Total,Females,35 years or over,Person,30.0
3515,2013,Denmark,Total,Unknown,Total,Person,
3516,2013,Denmark,Total,Unknown,Less than 14 years,Person,
3517,2013,Denmark,Total,Unknown,From 14 to 17 years,Person,
3518,2013,Denmark,Total,Unknown,From 18 to 34 years,Person,
3519,2013,Denmark,Total,Unknown,35 years or over,Person,
3520,2013,Germany (until 1990 former territory of the FRG),Total,Total,Total,Person,86305.0
3521,2013,Germany (until 1990 former territory of the FRG),Total,Total,Less than 14 years,Person,3490.0
3522,2013,Germany (until 1990 former territory of the FRG),Total,Total,From 14 to 17 years,Person,7645.0
3523,2013,Germany (until 1990 former territory of the FRG),Total,Total,From 18 to 34 years,Person,49045.0
3524,2013,Germany (until 1990 former territory of the FRG),Total,Total,35 years or over,Person,26130.0
3525,2013,Germany (until 1990 former territory of the FRG),Total,Males,Total,Person,60645.0
3526,2013,Germany (until 1990 former territory of the FRG),Total,Males,Less than 14 years,Person,1800.0
3527,2013,Germany (until 1990 former territory of the FRG),Total,Males,From 14 to 17 years,Person,5995.0
3528,2013,Germany (until 1990 former territory of the FRG),Total,Males,From 18 to 34 years,Person,36415.0
3529,2013,Germany (until 1990 former territory of the FRG),Total,Males,35 years or over,Person,16435.0
3530,2013,Germany (until 1990 former territory of the FRG),Total,Females,Total,Person,25660.0
3531,2013,Germany (until 1990 former territory of the FRG),Total,Females,Less than 14 years,Person,1685.0
3532,2013,Germany (until 1990 former territory of the FRG),Total,Females,From 14 to 17 years,Person,1645.0
3533,2013,Germany (until 1990 former territory of the FRG),Total,Females,From 18 to 34 years,Person,12630.0
3534,2013,Germany (until 1990 former territory of the FRG),Total,Females,35 years or over,Person,9695.0
3535,2013,Germany (until 1990 former territory of the FRG),Total,Unknown,Total,Person,
3536,2013,Germany (until 1990 former territory of the FRG),Total,Unknown,Less than 14 years,Person,
3537,2013,Germany (until 1990 former territory of the FRG),Total,Unknown,From 14 to 17 years,Person,
3538,2013,Germany (until 1990 former territory of the FRG),Total,Unknown,From 18 to 34 years,Person,
3539,2013,Germany (until 1990 former territory of the FRG),Total,Unknown,35 years or over,Person,
3540,2013,Estonia,Total,Total,Total,Person,910.0
3541,2013,Estonia,Total,Total,Less than 14 years,Person,65.0
3542,2013,Estonia,Total,Total,From 14 to 17 years,Person,25.0
3543,2013,Estonia,Total,Total,From 18 to 34 years,Person,320.0
3544,2013,Estonia,Total,Total,35 years or over,Person,505.0
3545,2013,Estonia,Total,Males,Total,Person,570.0
3546,2013,Estonia,Total,Males,Less than 14 years,Person,25.0
3547,2013,Estonia,Total,Males,From 14 to 17 years,Person,15.0
3548,2013,Estonia,Total,Males,From 18 to 34 years,Person,210.0
3549,2013,Estonia,Total,Males,35 years or over,Person,315.0
3550,2013,Estonia,Total,Females,Total,Person,345.0
3551,2013,Estonia,Total,Females,Less than 14 years,Person,35.0
3552,2013,Estonia,Total,Females,From 14 to 17 years,Person,10.0
3553,2013,Estonia,Total,Females,From 18 to 34 years,Person,110.0
3554,2013,Estonia,Total,Females,35 years or over,Person,190.0
3555,2013,Estonia,Total,Unknown,Total,Person,
