,TIME,GEO,CITIZEN,SEX,AGE,UNIT,Value
736,2009,Belgium,Total,Unknown,Less than 14 years,Person,
737,2009,Belgium,Total,Unknown,From 14 to 17 years,Person,
738,2009,Belgium,Total,Unknown,From 18 to 34 years,Person,
739,2009,Belgium,Total,Unknown,35 years or over,Person,
740,2009,Bulgaria,Total,Total,Total,Person,1465.0
741,2009,Bulgaria,Total,Total,Less than 14 years,Person,0.0
742,2009,Bulgaria,Total,Total,From 14 to 17 years,Person,0.0
743,2009,Bulgaria,Total,Total,From 18 to 34 years,Person,0.0
744,2009,Bulgaria,Total,Total,35 years or over,Person,0.0
745,2009,Bulgaria,Total,Males,Total,Person,1290.0
746,2009,Bulgaria,Total,Males,Less than 14 years,Person,0.0
747,2009,Bulgaria,Total,Males,From 14 to 17 years,Person,0.0
748,2009,Bulgaria,Total,Males,From 18 to 34 years,Person,0.0
749,2009,Bulgaria,Total,Males,35 years or over,Person,0.0
750,2009,Bulgaria,Total,Females,Total,Person,170.0
751,2009,Bulgaria,Total,Females,Less than 14 years,Person,0.0
752,2009,Bulgaria,Total,Females,From 14 to 17 years,Person,0.0
753,2009,Bulgaria,Total,Females,From 18 to 34 years,Person,0.0
754,2009,Bulgaria,Total,Females,35 years or over,Person,0.0
755,2009,Bulgaria,Total,Unknown,Total,Person,
756,2009,Bulgaria,Total,Unknown,Less than 14 years,Person,
757,2009,Bulgaria,Total,Unknown,From 14 to 17 years,Person,
758,2009,Bulgaria,Total,Unknown,From 18 to 34 years,Person,
759,2009,Bulgaria,Total,Unknown,35 years or over,Person,
760,2009,Czech Republic,Total,Total,Total,Person,3955.0
761,2009,Czech Republic,Total,Total,Less than 14 years,Person,110.0
762,2009,Czech Republic,Total,Total,From 14 to 17 years,Person,40.0
763,2009,Czech Republic,Total,Total,From 18 to 34 years,Person,2110.0
764,2009,Czech Republic,Total,Total,35 years or over,Person,1695.0
765,2009,Czech Republic,Total,Males,Total,Person,2890.0
766,2009,Czech Republic,Total,Males,Less than 14 years,Person,110.0
767,2009,Czech Republic,Total,Males,From 14 to 17 years,Person,30.0
768,2009,Czech Republic,Total,Males,From 18 to 34 years,Person,1575.0
769,2009,Czech Republic,Total,Males,35 years or over,Person,1175.0
770,2009,Czech Republic,Total,Females,Total,Person,1065.0
771,2009,Czech Republic,Total,Females,Less than 14 years,Person,0.0
772,2009,Czech Republic,Total,Females,From 14 to 17 years,Person,15.0
773,2009,Czech Republic,Total,Females,From 18 to 34 years,Person,535.0
774,2009,Czech Republic,Total,Females,35 years or over,Person,520.0
775,2009,Czech Republic,Total,Unknown,Total,Person,
776,2009,Czech Republic,Total,Unknown,Less than 14 years,Person,
777,2009,Czech Republic,Total,Unknown,From 14 to 17 years,Person,
778,2009,Czech Republic,Total,Unknown,From 18 to 34 years,Person,
779,2009,Czech Republic,Total,Unknown,35 years or over,Person,
780,2009,Denmark,Total,Total,Total,Person,640.0
781,2009,Denmark,Total,Total,Less than 14 years,Person,10.0
782,2009,Denmark,Total,Total,From 14 to 17 years,Person,35.0
783,2009,Denmark,Total,Total,From 18 to 34 years,Person,435.0
784,2009,Denmark,Total,Total,35 years or over,Person,160.0
785,2009,Denmark,Total,Males,Total,Person,425.0
786,2009,Denmark,Total,Males,Less than 14 years,Person,0.0
787,2009,Denmark,Total,Males,From 14 to 17 years,Person,35.0
788,2009,Denmark,Total,Males,From 18 to 34 years,Person,290.0
789,2009,Denmark,Total,Males,35 years or over,Person,100.0
790,2009,Denmark,Total,Females,Total,Person,215.0
791,2009,Denmark,Total,Females,Less than 14 years,Person,5.0
792,2009,Denmark,Total,Females,From 14 to 17 years,Person,0.0
793,2009,Denmark,Total,Females,From 18 to 34 years,Person,150.0
794,2009,Denmark,Total,Females,35 years or over,Person,60.0
795,2009,Denmark,Total,Unknown,Total,Person,
796,2009,Denmark,Total,Unknown,Less than 14 years,Person,
797,2009,Denmark,Total,Unknown,From 14 to 17 years,Person,
798,2009,Denmark,Total,Unknown,From 18 to 34 years,Person,
799,2009,Denmark,Total,Unknown,35 years or over,Person,
800,2009,Germany (until 1990 former territory of the FRG),Total,Total,Total,Person,49555.0
801,2009,Germany (until 1990 former territory of the FRG),Total,Total,Less than 14 years,Person,425.0
802,2009,Germany (until 1990 former territory of the FRG),Total,Total,From 14 to 17 years,Person,3745.0
803,2009,Germany (until 1990 former territory of the FRG),Total,Total,From 18 to 34 years,Person,29230.0
804,2009,Germany (until 1990 former territory of the FRG),Total,Total,35 years or over,Person,16155.0
805,2009,Germany (until 1990 former territory of the FRG),Total,Males,Total,Person,35905.0
806,2009,Germany (until 1990 former territory of the FRG),Total,Males,Less than 14 years,Person,265.0
807,2009,Germany (until 1990 former territory of the FRG),Total,Males,From 14 to 17 years,Person,2960.0
808,2009,Germany (until 1990 former territory of the FRG),Total,Males,From 18 to 34 years,Person,22075.0
809,2009,Germany (until 1990 former territory of the FRG),Total,Males,35 years or over,Person,10605.0
810,2009,Germany (until 1990 former territory of the FRG),Total,Females,Total,Person,13645.0
811,2009,Germany (until 1990 former territory of the FRG),Total,Females,Less than 14 years,Person,160.0
812,2009,Germany (until 1990 former territory of the FRG),Total,Females,From 14 to 17 years,Person,785.0
813,2009,Germany (until 1990 former territory of the FRG),Total,Females,From 18 to 34 years,Person,7150.0
814,2009,Germany (until 1990 former territory of the FRG),Total,Females,35 years or over,Person,5550.0
815,2009,Germany (until 1990 former territory of the FRG),Total,Unknown,Total,Person,
816,2009,Germany (until 1990 former territory of the FRG),Total,Unknown,Less than 14 years,Person,
817,2009,Germany (until 1990 former territory of the FRG),Total,Unknown,From 14 to 17 years,Person,
818,2009,Germany (until 1990 former territory of the FRG),Total,Unknown,From 18 to 34 years,Person,
819,2009,Germany (until 1990 former territory of the FRG),Total,Unknown,35 years or over,Person,
820,2009,Estonia,Total,Total,Total,Person,860.0
821,2009,Estonia,Total,Total,Less than 14 years,Person,0.0
822,2009,Estonia,Total,Total,From 14 to 17 years,Person,30.0
823,2009,Estonia,Total,Total,From 18 to 34 years,Person,285.0
824,2009,Estonia,Total,Total,35 years or over,Person,545.0
825,2009,Estonia,Total,Males,Total,Person,590.0
826,2009,Estonia,Total,Males,Less than 14 years,Person,0.0
827,2009,Estonia,Total,Males,From 14 to 17 years,Person,20.0
828,2009,Estonia,Total,Males,From 18 to 34 years,Person,205.0
829,2009,Estonia,Total,Males,35 years or over,Person,365.0
830,2009,Estonia,Total,Females,Total,Person,270.0
831,2009,Estonia,Total,Females,Less than 14 years,Person,0.0
832,2009,Estonia,Total,Females,From 14 to 17 years,Person,10.0
833,2009,Estonia,Total,Females,From 18 to 34 years,Person,80.0
834,2009,Estonia,Total,Females,35 years or over,Person,180.0
835,2009,Estonia,Total,Unknown,Total,Person,
836,2009,Estonia,Total,Unknown,Less than 14 years,Person,
837,2009,Estonia,Total,Unknown,From 14 to 17 years,Person,
838,2009,Estonia,Total,Unknown,From 18 to 34 years,Person,
839,2009,Estonia,Total,Unknown,35 years or over,Person,
840,2009,Ireland,Total,Total,Total,Person,5035.0
841,2009,Ireland,Total,Total,Less than 14 years,Person,765.0
842,2009,Ireland,Total,Total,From 14 to 17 years,Person,115.0
843,2009,Ireland,Total,Total,From 18 to 34 years,Person,2720.0
844,2009,Ireland,Total,Total,35 years or over,Person,1435.0
845,2009,Ireland,Total,Males,Total,Person,3180.0
846,2009,Ireland,Total,Males,Less than 14 years,Person,385.0
847,2009,Ireland,Total,Males,From 14 to 17 years,Person,55.0
848,2009,Ireland,Total,Males,From 18 to 34 years,Person,1790.0
849,2009,Ireland,Total,Males,35 years or over,Person,945.0
850,2009,Ireland,Total,Females,Total,Person,1855.0
851,2009,Ireland,Total,Females,Less than 14 years,Person,380.0
852,2009,Ireland,Total,Females,From 14 to 17 years,Person,60.0
853,2009,Ireland,Total,Females,From 18 to 34 years,Person,925.0
854,2009,Ireland,Total,Females,35 years or over,Person,490.0
855,2009,Ireland,Total,Unknown,Total,Person,
856,2009,Ireland,Total,Unknown,Less than 14 years,Person,
857,2009,Ireland,Total,Unknown,From 14 to 17 years,Person,
858,2009,Ireland,Total,Unknown,From 18 to 34 years,Person,
859,2009,Ireland,Total,Unknown,35 years or over,Person,
860,2009,Greece,Total,Total,Total,Person,108315.0
861,2009,Greece,Total,Total,Less than 14 years,Person,790.0
862,2009,Greece,Total,Total,From 14 to 17 years,Person,7460.0
863,2009,Greece,Total,Total,From 18 to 34 years,Person,88000.0
864,2009,Greece,Total,Total,35 years or over,Person,12065.0
865,2009,Greece,Total,Males,Total,Person,100705.0
866,2009,Greece,Total,Males,Less than 14 years,Person,580.0
867,2009,Greece,Total,Males,From 14 to 17 years,Person,7105.0
868,2009,Greece,Total,Males,From 18 to 34 years,Person,82625.0
869,2009,Greece,Total,Males,35 years or over,Person,10395.0
870,2009,Greece,Total,Females,Total,Person,7610.0
871,2009,Greece,Total,Females,Less than 14 years,Person,210.0
872,2009,Greece,Total,Females,From 14 to 17 years,Person,355.0
873,2009,Greece,Total,Females,From 18 to 34 years,Person,5375.0
874,2009,Greece,Total,Females,35 years or over,Person,1670.0
875,2009,Greece,Total,Unknown,Total,Person,
876,2009,Greece,Total,Unknown,Less than 14 years,Person,
877,2009,Greece,Total,Unknown,From 14 to 17 years,Person,
878,2009,Greece,Total,Unknown,From 18 to 34 years,Person,
879,2009,Greece,Total,Unknown,35 years or over,Person,
880,2009,Spain,Total,Total,Total,Person,90500.0
881,2009,Spain,Total,Total,Less than 14 years,Person,365.0
882,2009,Spain,Total,Total,From 14 to 17 years,Person,95.0
883,2009,Spain,Total,Total,From 18 to 34 years,Person,64955.0
884,2009,Spain,Total,Total,35 years or over,Person,25085.0
885,2009,Spain,Total,Males,Total,Person,69730.0
886,2009,Spain,Total,Males,Less than 14 years,Person,250.0
887,2009,Spain,Total,Males,From 14 to 17 years,Person,80.0
888,2009,Spain,Total,Males,From 18 to 34 years,Person,50295.0
889,2009,Spain,Total,Males,35 years or over,Person,19100.0
890,2009,Spain,Total,Females,Total,Person,20770.0
891,2009,Spain,Total,Females,Less than 14 years,Person,115.0
892,2009,Spain,Total,Females,From 14 to 17 years,Person,15.0
893,2009,Spain,Total,Females,From 18 to 34 years,Person,14660.0
894,2009,Spain,Total,Females,35 years or over,Person,5985.0
895,2009,Spain,Total,Unknown,Total,Person,
896,2009,Spain,Total,Unknown,Less than 14 years,Person,
897,2009,Spain,Total,Unknown,From 14 to 17 years,Person,
898,2009,Spain,Total,Unknown,From 18 to 34 years,Person,
899,2009,Spain,Total,Unknown,35 years or over,Person,
900,2009,France,Total,Total,Total,Person,76355.0
901,2009,France,Total,Total,Less than 14 years,Person,160.0
902,2009,France,Total,Total,From 14 to 17 years,Person,4810.0
903,2009,France,Total,Total,From 18 to 34 years,Person,60395.0
904,2009,France,Total,Total,35 years or over,Person,10995.0
905,2009,France,Total,Males,Total,Person,70550.0
906,2009,France,Total,Males,Less than 14 years,Person,145.0
907,2009,France,Total,Males,From 14 to 17 years,Person,4445.0
908,2009,France,Total,Males,From 18 to 34 years,Person,55805.0
909,2009,France,Total,Males,35 years or over,Person,10160.0
910,2009,France,Total,Females,Total,Person,5805.0
911,2009,France,Total,Females,Less than 14 years,Person,10.0
912,2009,France,Total,Females,From 14 to 17 years,Person,365.0
913,2009,France,Total,Females,From 18 to 34 years,Person,4590.0
914,2009,France,Total,Females,35 years or over,Person,835.0
915,2009,France,Total,Unknown,Total,Person,
916,2009,France,Total,Unknown,Less than 14 years,Person,
917,2009,France,Total,Unknown,From 14 to 17 years,Person,
918,2009,France,Total,Unknown,From 18 to 34 years,Person,
919,2009,France,Total,Unknown,35 years or over,Person,
920,2009,Croatia,Total,Total,Total,Person,
921,2009,Croatia,Total,Total,Less than 14 years,Person,
922,2009,Croatia,Total,Total,From 14 to 17 years,Person,
923,2009,Croatia,Total,Total,From 18 to 34 years,Person,
924,2009,Croatia,Total,Total,35 years or over,Person,
925,2009,Croatia,Total,Males,Total,Person,
926,2009,Croatia,Total,Males,Less than 14 years,Person,
927,2009,Croatia,Total,Males,From 14 to 17 years,Person,
928,2009,Croatia,Total,Males,From 18 to 34 years,Person,
929,2009,Croatia,Total,Males,35 years or over,Person,
930,2009,Croatia,Total,Females,Total,Person,
931,2009,Croatia,Total,Females,Less than 14 years,Person,
932,2009,Croatia,Total,Females,From 14 to 17 years,Person,
933,2009,Croatia,Total,Females,From 18 to 34 years,Person,
934,2009,Croatia,Total,Females,35 years or over,Person,
935,2009,Croatia,Total,Unknown,Total,Person,
936,2009,Croatia,Total,Unknown,Less than 14 years,Person,
937,2009,Croatia,Total,Unknown,From 14 to 17 years,Person,
938,2009,Croatia,Total,Unknown,From 18 to 34 years,Person,
939,2009,Croatia,Total,Unknown,35 years or over,Person,
940,2009,Italy,Total,Total,Total,Person,53440.0
941,2009,Italy,Total,Total,Less than 14 years,Person,0.0
942,2009,Italy,Total,Total,From 14 to 17 years,Person,0.0
943,2009,Italy,Total,Total,From 18 to 34 years,Person,41035.0
944,2009,Italy,Total,Total,35 years or over,Person,12405.0
945,2009,Italy,Total,Males,Total,Person,48915.0
946,2009,Italy,Total,Males,Less than 14 years,Person,0.0
947,2009,Italy,Total,Males,From 14 to 17 years,Person,0.0
948,2009,Italy,Total,Males,From 18 to 34 years,Person,38110.0
949,2009,Italy,Total,Males,35 years or over,Person,10805.0
950,2009,Italy,Total,Females,Total,Person,4530.0
951,2009,Italy,Total,Females,Less than 14 years,Person,0.0
952,2009,Italy,Total,Females,From 14 to 17 years,Person,0.0
953,2009,Italy,Total,Females,From 18 to 34 years,Person,2925.0
954,2009,Italy,Total,Females,35 years or over,Person,1605.0
955,2009,Italy,Total,Unknown,Total,Person,
956,2009,Italy,Total,Unknown,Less than 14 years,Person,
957,2009,Italy,Total,Unknown,From 14 to 17 years,Person,
958,2009,Italy,Total,Unknown,From 18 to 34 years,Person,
959,2009,Italy,Total,Unknown,35 years or over,Person,
960,2009,Cyprus,Total,Total,Total,Person,8030.0
961,2009,Cyprus,Total,Total,Less than 14 years,Person,270.0
962,2009,Cyprus,Total,Total,From 14 to 17 years,Person,110.0
963,2009,Cyprus,Total,Total,From 18 to 34 years,Person,5505.0
964,2009,Cyprus,Total,Total,35 years or over,Person,2140.0
965,2009,Cyprus,Total,Males,Total,Person,6070.0
966,2009,Cyprus,Total,Males,Less than 14 years,Person,145.0
967,2009,Cyprus,Total,Males,From 14 to 17 years,Person,60.0
968,2009,Cyprus,Total,Males,From 18 to 34 years,Person,4575.0
969,2009,Cyprus,Total,Males,35 years or over,Person,1285.0
970,2009,Cyprus,Total,Females,Total,Person,1960.0
971,2009,Cyprus,Total,Females,Less than 14 years,Person,125.0
972,2009,Cyprus,Total,Females,From 14 to 17 years,Person,50.0
973,2009,Cyprus,Total,Females,From 18 to 34 years,Person,930.0
974,2009,Cyprus,Total,Females,35 years or over,Person,855.0
975,2009,Cyprus,Total,Unknown,Total,Person,
976,2009,Cyprus,Total,Unknown,Less than 14 years,Person,
977,2009,Cyprus,Total,Unknown,From 14 to 17 years,Person,
978,2009,Cyprus,Total,Unknown,From 18 to 34 years,Person,
979,2009,Cyprus,Total,Unknown,35 years or over,Person,
980,2009,Latvia,Total,Total,Total,Person,245.0
981,2009,Latvia,Total,Total,Less than 14 years,Person,0.0
982,2009,Latvia,Total,Total,From 14 to 17 years,Person,10.0
983,2009,Latvia,Total,Total,From 18 to 34 years,Person,115.0
984,2009,Latvia,Total,Total,35 years or over,Person,120.0
985,2009,Latvia,Total,Males,Total,Person,170.0
986,2009,Latvia,Total,Males,Less than 14 years,Person,0.0
987,2009,Latvia,Total,Males,From 14 to 17 years,Person,5.0
988,2009,Latvia,Total,Males,From 18 to 34 years,Person,95.0
989,2009,Latvia,Total,Males,35 years or over,Person,70.0
990,2009,Latvia,Total,Females,Total,Person,75.0
991,2009,Latvia,Total,Females,Less than 14 years,Person,0.0
992,2009,Latvia,Total,Females,From 14 to 17 years,Person,0.0
993,2009,Latvia,Total,Females,From 18 to 34 years,Person,20.0
994,2009,Latvia,Total,Females,35 years or over,Person,50.0
995,2009,Latvia,Total,Unknown,Total,Person,
996,2009,Latvia,Total,Unknown,Less than 14 years,Person,
997,2009,Latvia,Total,Unknown,From 14 to 17 years,Person,
998,2009,Latvia,Total,Unknown,From 18 to 34 years,Person,
999,2009,Latvia,Total,Unknown,35 years or over,Person,
1000,2009,Lithuania,Total,Total,Total,Person,1495.0
1001,2009,Lithuania,Total,Total,Less than 14 years,Person,40.0
1002,2009,Lithuania,Total,Total,From 14 to 17 years,Person,20.0
1003,2009,Lithuania,Total,Total,From 18 to 34 years,Person,675.0
1004,2009,Lithuania,Total,Total,35 years or over,Person,765.0
1005,2009,Lithuania,Total,Males,Total,Person,1110.0
1006,2009,Lithuania,Total,Males,Less than 14 years,Person,25.0
1007,2009,Lithuania,Total,Males,From 14 to 17 years,Person,15.0
1008,2009,Lithuania,Total,Males,From 18 to 34 years,Person,525.0
1009,2009,Lithuania,Total,Males,35 years or over,Person,545.0
1010,2009,Lithuania,Total,Females,Total,Person,385.0
1011,2009,Lithuania,Total,Females,Less than 14 years,Person,15.0
1012,2009,Lithuania,Total,Females,From 14 to 17 years,Person,5.0
1013,2009,Lithuania,Total,Females,From 18 to 34 years,Person,145.0
1014,2009,Lithuania,Total,Females,35 years or over,Person,220.0
1015,2009,Lithuania,Total,Unknown,Total,Person,
1016,2009,Lithuania,Total,Unknown,Less than 14 years,Person,
1017,2009,Lithuania,Total,Unknown,From 14 to 17 years,Person,
1018,2009,Lithuania,Total,Unknown,From 18 to 34 years,Person,
1019,2009,Lithuania,Total,Unknown,35 years or over,Person,
1020,2009,Luxembourg,Total,Total,Total,Person,260.0
1021,2009,Luxembourg,Total,Total,Less than 14 years,Person,30.0
1022,2009,Luxembourg,Total,Total,From 14 to 17 years,Person,5.0
1023,2009,Luxembourg,Total,Total,From 18 to 34 years,Person,155.0
1024,2009,Luxembourg,Total,Total,35 years or over,Person,75.0
1025,2009,Luxembourg,Total,Males,Total,Person,195.0
1026,2009,Luxembourg,Total,Males,Less than 14 years,Person,10.0
1027,2009,Luxembourg,Total,Males,From 14 to 17 years,Person,0.0
1028,2009,Luxembourg,Total,Males,From 18 to 34 years,Person,120.0
1029,2009,Luxembourg,Total,Males,35 years or over,Person,65.0
1030,2009,Luxembourg,Total,Females,Total,Person,65.0
1031,2009,Luxembourg,Total,Females,Less than 14 years,Person,15.0
1032,2009,Luxembourg,Total,Females,From 14 to 17 years,Person,0.0
1033,2009,Luxembourg,Total,Females,From 18 to 34 years,Person,35.0
1034,2009,Luxembourg,Total,Females,35 years or over,Person,10.0
1035,2009,Luxembourg,Total,Unknown,Total,Person,
1036,2009,Luxembourg,Total,Unknown,Less than 14 years,Person,
1037,2009,Luxembourg,Total,Unknown,From 14 to 17 years,Person,
1038,2009,Luxembourg,Total,Unknown,From 18 to 34 years,Person,
1039,2009,Luxembourg,Total,Unknown,35 years or over,Person,
1040,2009,Hungary,Total,Total,Total,Person,2305.0
1041,2009,Hungary,Total,Total,Less than 14 years,Person,10.0
1042,2009,Hungary,Total,Total,From 14 to 17 years,Person,45.0
1043,2009,Hungary,Total,Total,From 18 to 34 years,Person,1065.0
1044,2009,Hungary,Total,Total,35 years or over,Person,1185.0
1045,2009,Hungary,Total,Males,Total,Person,1755.0
1046,2009,Hungary,Total,Males,Less than 14 years,Person,5.0
1047,2009,Hungary,Total,Males,From 14 to 17 years,Person,25.0
1048,2009,Hungary,Total,Males,From 18 to 34 years,Person,850.0
1049,2009,Hungary,Total,Males,35 years or over,Person,875.0
1050,2009,Hungary,Total,Females,Total,Person,545.0
1051,2009,Hungary,Total,Females,Less than 14 years,Person,5.0
1052,2009,Hungary,Total,Females,From 14 to 17 years,Person,15.0
1053,2009,Hungary,Total,Females,From 18 to 34 years,Person,215.0
1054,2009,Hungary,Total,Females,35 years or over,Person,310.0
1055,2009,Hungary,Total,Unknown,Total,Person,
1056,2009,Hungary,Total,Unknown,Less than 14 years,Person,
1057,2009,Hungary,Total,Unknown,From 14 to 17 years,Person,
1058,2009,Hungary,Total,Unknown,From 18 to 34 years,Person,
1059,2009,Hungary,Total,Unknown,35 years or over,Person,
1060,2009,Malta,Total,Total,Total,Person,1690.0
1061,2009,Malta,Total,Total,Less than 14 years,Person,20.0
1062,2009,Malta,Total,Total,From 14 to 17 years,Person,95.0
1063,2009,Malta,Total,Total,From 18 to 34 years,Person,1470.0
1064,2009,Malta,Total,Total,35 years or over,Person,105.0
1065,2009,Malta,Total,Males,Total,Person,1440.0
1066,2009,Malta,Total,Males,Less than 14 years,Person,10.0
1067,2009,Malta,Total,Males,From 14 to 17 years,Person,75.0
1068,2009,Malta,Total,Males,From 18 to 34 years,Person,1275.0
1069,2009,Malta,Total,Males,35 years or over,Person,75.0
1070,2009,Malta,Total,Females,Total,Person,255.0
1071,2009,Malta,Total,Females,Less than 14 years,Person,10.0
1072,2009,Malta,Total,Females,From 14 to 17 years,Person,20.0
1073,2009,Malta,Total,Females,From 18 to 34 years,Person,195.0
1074,2009,Malta,Total,Females,35 years or over,Person,30.0
1075,2009,Malta,Total,Unknown,Total,Person,
1076,2009,Malta,Total,Unknown,Less than 14 years,Person,
1077,2009,Malta,Total,Unknown,From 14 to 17 years,Person,
1078,2009,Malta,Total,Unknown,From 18 to 34 years,Person,
1079,2009,Malta,Total,Unknown,35 years or over,Person,
1080,2009,Netherlands,Total,Total,Total,Person,7565.0
1081,2009,Netherlands,Total,Total,Less than 14 years,Person,25.0
1082,2009,Netherlands,Total,Total,From 14 to 17 years,Person,325.0
1083,2009,Netherlands,Total,Total,From 18 to 34 years,Person,4875.0
1084,2009,Netherlands,Total,Total,35 years or over,Person,2340.0
1085,2009,Netherlands,Total,Males,Total,Person,6590.0
1086,2009,Netherlands,Total,Males,Less than 14 years,Person,15.0
1087,2009,Netherlands,Total,Males,From 14 to 17 years,Person,300.0
1088,2009,Netherlands,Total,Males,From 18 to 34 years,Person,4235.0
1089,2009,Netherlands,Total,Males,35 years or over,Person,2040.0
1090,2009,Netherlands,Total,Females,Total,Person,975.0
1091,2009,Netherlands,Total,Females,Less than 14 years,Person,10.0
1092,2009,Netherlands,Total,Females,From 14 to 17 years,Person,25.0
1093,2009,Netherlands,Total,Females,From 18 to 34 years,Person,640.0
1094,2009,Netherlands,Total,Females,35 years or over,Person,300.0
1095,2009,Netherlands,Total,Unknown,Total,Person,
1096,2009,Netherlands,Total,Unknown,Less than 14 years,Person,
1097,2009,Netherlands,Total,Unknown,From 14 to 17 years,Person,
1098,2009,Netherlands,Total,Unknown,From 18 to 34 years,Person,
1099,2009,Netherlands,Total,Unknown,35 years or over,Person,
1100,2009,Austria,Total,Total,Total,Person,17145.0
1101,2009,Austria,Total,Total,Less than 14 years,Person,1410.0
1102,2009,Austria,Total,Total,From 14 to 17 years,Person,1445.0
1103,2009,Austria,Total,Total,From 18 to 34 years,Person,10330.0
1104,2009,Austria,Total,Total,35 years or over,Person,3960.0
1105,2009,Austria,Total,Males,Total,Person,13660.0
1106,2009,Austria,Total,Males,Less than 14 years,Person,750.0
1107,2009,Austria,Total,Males,From 14 to 17 years,Person,1260.0
1108,2009,Austria,Total,Males,From 18 to 34 years,Person,8720.0
1109,2009,Austria,Total,Males,35 years or over,Person,2930.0
1110,2009,Austria,Total,Females,Total,Person,3485.0
1111,2009,Austria,Total,Females,Less than 14 years,Person,660.0
1112,2009,Austria,Total,Females,From 14 to 17 years,Person,185.0
1113,2009,Austria,Total,Females,From 18 to 34 years,Person,1610.0
1114,2009,Austria,Total,Females,35 years or over,Person,1030.0
1115,2009,Austria,Total,Unknown,Total,Person,
1116,2009,Austria,Total,Unknown,Less than 14 years,Person,
1117,2009,Austria,Total,Unknown,From 14 to 17 years,Person,
1118,2009,Austria,Total,Unknown,From 18 to 34 years,Person,
1119,2009,Austria,Total,Unknown,35 years or over,Person,
1120,2009,Poland,Total,Total,Total,Person,4520.0
1121,2009,Poland,Total,Total,Less than 14 years,Person,220.0
1122,2009,Poland,Total,Total,From 14 to 17 years,Person,45.0
1123,2009,Poland,Total,Total,From 18 to 34 years,Person,2215.0
1124,2009,Poland,Total,Total,35 years or over,Person,2040.0
1125,2009,Poland,Total,Males,Total,Person,3045.0
1126,2009,Poland,Total,Males,Less than 14 years,Person,120.0
1127,2009,Poland,Total,Males,From 14 to 17 years,Person,35.0
1128,2009,Poland,Total,Males,From 18 to 34 years,Person,1625.0
1129,2009,Poland,Total,Males,35 years or over,Person,1265.0
1130,2009,Poland,Total,Females,Total,Person,1480.0
1131,2009,Poland,Total,Females,Less than 14 years,Person,100.0
1132,2009,Poland,Total,Females,From 14 to 17 years,Person,10.0
1133,2009,Poland,Total,Females,From 18 to 34 years,Person,590.0
1134,2009,Poland,Total,Females,35 years or over,Person,780.0
1135,2009,Poland,Total,Unknown,Total,Person,
1136,2009,Poland,Total,Unknown,Less than 14 years,Person,
1137,2009,Poland,Total,Unknown,From 14 to 17 years,Person,
1138,2009,Poland,Total,Unknown,From 18 to 34 years,Person,
1139,2009,Poland,Total,Unknown,35 years or over,Person,
1140,2009,Portugal,Total,Total,Total,Person,11130.0
1141,2009,Portugal,Total,Total,Less than 14 years,Person,5.0
1142,2009,Portugal,Total,Total,From 14 to 17 years,Person,110.0
1143,2009,Portugal,Total,Total,From 18 to 34 years,Person,7680.0
1144,2009,Portugal,Total,Total,35 years or over,Person,3330.0
1145,2009,Portugal,Total,Males,Total,Person,7285.0
1146,2009,Portugal,Total,Males,Less than 14 years,Person,5.0
1147,2009,Portugal,Total,Males,From 14 to 17 years,Person,80.0
1148,2009,Portugal,Total,Males,From 18 to 34 years,Person,4970.0
1149,2009,Portugal,Total,Males,35 years or over,Person,2235.0
1150,2009,Portugal,Total,Females,Total,Person,3840.0
1151,2009,Portugal,Total,Females,Less than 14 years,Person,0.0
1152,2009,Portugal,Total,Females,From 14 to 17 years,Person,30.0
1153,2009,Portugal,Total,Females,From 18 to 34 years,Person,2710.0
1154,2009,Portugal,Total,Females,35 years or over,Person,1100.0
1155,2009,Portugal,Total,Unknown,Total,Person,
1156,2009,Portugal,Total,Unknown,Less than 14 years,Person,
1157,2009,Portugal,Total,Unknown,From 14 to 17 years,Person,
1158,2009,Portugal,Total,Unknown,From 18 to 34 years,Person,
1159,2009,Portugal,Total,Unknown,35 years or over,Person,
1160,2009,Romania,Total,Total,Total,Person,4365.0
1161,2009,Romania,Total,Total,Less than 14 years,Person,85.0
1162,2009,Romania,Total,Total,From 14 to 17 years,Person,80.0
1163,2009,Romania,Total,Total,From 18 to 34 years,Person,2470.0
1164,2009,Romania,Total,Total,35 years or over,Person,1730.0
1165,2009,Romania,Total,Males,Total,Person,3370.0
1166,2009,Romania,Total,Males,Less than 14 years,Person,45.0
1167,2009,Romania,Total,Males,From 14 to 17 years,Person,60.0
1168,2009,Romania,Total,Males,From 18 to 34 years,Person,1820.0
1169,2009,Romania,Total,Males,35 years or over,Person,1445.0
1170,2009,Romania,Total,Females,Total,Person,995.0
1171,2009,Romania,Total,Females,Less than 14 years,Person,35.0
1172,2009,Romania,Total,Females,From 14 to 17 years,Person,20.0
1173,2009,Romania,Total,Females,From 18 to 34 years,Person,650.0
1174,2009,Romania,Total,Females,35 years or over,Person,285.0
1175,2009,Romania,Total,Unknown,Total,Person,
1176,2009,Romania,Total,Unknown,Less than 14 years,Person,
1177,2009,Romania,Total,Unknown,From 14 to 17 years,Person,
1178,2009,Romania,Total,Unknown,From 18 to 34 years,Person,
1179,2009,Romania,Total,Unknown,35 years or over,Person,
1180,2009,Slovenia,Total,Total,Total,Person,1065.0
1181,2009,Slovenia,Total,Total,Less than 14 years,Person,75.0
