TIME,GEO,CITIZEN,SEX,AGE,UNIT,Value,Flag and Footnotes
2009,Hungary,Total,Unknown,Total,Person,,
2009,Hungary,Total,Unknown,Less than 14 years,Person,,
2009,Hungary,Total,Unknown,From 14 to 17 years,Person,,
2009,Hungary,Total,Unknown,From 18 to 34 years,Person,,
2009,Hungary,Total,Unknown,35 years or over,Person,,
2009,Malta,Total,Total,Total,Person,1690,
2009,Malta,Total,Total,Less than 14 years,Person,20,
2009,Malta,Total,Total,From 14 to 17 years,Person,95,
2009,Malta,Total,Total,From 18 to 34 years,Person,1470,
2009,Malta,Total,Total,35 years or over,Person,105,
2009,Malta,Total,Males,Total,Person,1440,
2009,Malta,Total,Males,Less than 14 years,Person,10,
2009,Malta,Total,Males,From 14 to 17 years,Person,75,
2009,Malta,Total,Males,From 18 to 34 years,Person,1275,
2009,Malta,Total,Males,35 years or over,Person,75,
2009,Malta,Total,Females,Total,Person,255,
2009,Malta,Total,Females,Less than 14 years,Person,10,
2009,Malta,Total,Females,From 14 to 17 years,Person,20,
2009,Malta,Total,Females,From 18 to 34 years,Person,195,
2009,Malta,Total,Females,35 years or over,Person,30,
2009,Malta,Total,Unknown,Total,Person,,
2009,Malta,Total,Unknown,Less than 14 years,Person,,
2009,Malta,Total,Unknown,From 14 to 17 years,Person,,
2009,Malta,Total,Unknown,From 18 to 34 years,Person,,
2009,Malta,Total,Unknown,35 years or over,Person,,
2009,Netherlands,Total,Total,Total,Person,7565,
2009,Netherlands,Total,Total,Less than 14 years,Person,25,
2009,Netherlands,Total,Total,From 14 to 17 years,Person,325,
2009,Netherlands,Total,Total,From 18 to 34 years,Person,4875,
2009,Netherlands,Total,Total,35 years or over,Person,2340,
2009,Netherlands,Total,Males,Total,Person,6590,
2009,Netherlands,Total,Males,Less than 14 years,Person,15,
2009,Netherlands,Total,Males,From 14 to 17 years,Person,300,
2009,Netherlands,Total,Males,From 18 to 34 years,Person,4235,
2009,Netherlands,Total,Males,35 years or over,Person,2040,
2009,Netherlands,Total,Females,Total,Person,975,
2009,Netherlands,Total,Females,Less than 14 years,Person,10,
2009,Netherlands,Total,Females,From 14 to 17 years,Person,25,
2009,Netherlands,Total,Females,From 18 to 34 years,Person,640,
2009,Netherlands,Total,Females,35 years or over,Person,300,
2009,Netherlands,Total,Unknown,Total,Person,,
2009,Netherlands,Total,Unknown,Less than 14 years,Person,,
2009,Netherlands,Total,Unknown,From 14 to 17 years,Person,,
2009,Netherlands,Total,Unknown,From 18 to 34 years,Person,,
2009,Netherlands,Total,Unknown,35 years or over,Person,,
2009,Austria,Total,Total,Total,Person,17145,
2009,Austria,Total,Total,Less than 14 years,Person,1410,
2009,Austria,Total,Total,From 14 to 17 years,Person,1445,
2009,Austria,Total,Total,From 18 to 34 years,Person,10330,
2009,Austria,Total,Total,35 years or over,Person,3960,
2009,Austria,Total,Males,Total,Person,13660,
2009,Austria,Total,Males,Less than 14 years,Person,750,
2009,Austria,Total,Males,From 14 to 17 years,Person,1260,
2009,Austria,Total,Males,From 18 to 34 years,Person,8720,
2009,Austria,Total,Males,35 years or over,Person,2930,
2009,Austria,Total,Females,Total,Person,3485,
2009,Austria,Total,Females,Less than 14 years,Person,660,
2009,Austria,Total,Females,From 14 to 17 years,Person,185,
2009,Austria,Total,Females,From 18 to 34 years,Person,1610,
2009,Austria,Total,Females,35 years or over,Person,1030,
2009,Austria,Total,Unknown,Total,Person,,
2009,Austria,Total,Unknown,Less than 14 years,Person,,
2009,Austria,Total,Unknown,From 14 to 17 years,Person,,
2009,Austria,Total,Unknown,From 18 to 34 years,Person,,
2009,Austria,Total,Unknown,35 years or over,Person,,
2009,Poland,Total,Total,Total,Person,4520,
2009,Poland,Total,Total,Less than 14 years,Person,220,
2009,Poland,Total,Total,From 14 to 17 years,Person,45,
2009,Poland,Total,Total,From 18 to 34 years,Person,2215,
2009,Poland,Total,Total,35 years or over,Person,2040,
2009,Poland,Total,Males,Total,Person,3045,
2009,Poland,Total,Males,Less than 14 years,Person,120,
2009,Poland,Total,Males,From 14 to 17 years,Person,35,
2009,Poland,Total,Males,From 18 to 34 years,Person,1625,
2009,Poland,Total,Males,35 years or over,Person,1265,
2009,Poland,Total,Females,Total,Person,1480,
2009,Poland,Total,Females,Less than 14 years,Person,100,
2009,Poland,Total,Females,From 14 to 17 years,Person,10,
2009,Poland,Total,Females,From 18 to 34 years,Person,590,
2009,Poland,Total,Females,35 years or over,Person,780,
2009,Poland,Total,Unknown,Total,Person,,
2009,Poland,Total,Unknown,Less than 14 years,Person,,
2009,Poland,Total,Unknown,From 14 to 17 years,Person,,
2009,Poland,Total,Unknown,From 18 to 34 years,Person,,
2009,Poland,Total,Unknown,35 years or over,Person,,
2009,Portugal,Total,Total,Total,Person,11130,
2009,Portugal,Total,Total,Less than 14 years,Person,5,
2009,Portugal,Total,Total,From 14 to 17 years,Person,110,
2009,Portugal,Total,Total,From 18 to 34 years,Person,7680,
2009,Portugal,Total,Total,35 years or over,Person,3330,
2009,Portugal,Total,Males,Total,Person,7285,
2009,Portugal,Total,Males,Less than 14 years,Person,5,
2009,Portugal,Total,Males,From 14 to 17 years,Person,80,
2009,Portugal,Total,Males,From 18 to 34 years,Person,4970,
2009,Portugal,Total,Males,35 years or over,Person,2235,
2009,Portugal,Total,Females,Total,Person,3840,
2009,Portugal,Total,Females,Less than 14 years,Person,0,
2009,Portugal,Total,Females,From 14 to 17 years,Person,30,
2009,Portugal,Total,Females,From 18 to 34 years,Person,2710,
2009,Portugal,Total,Females,35 years or over,Person,1100,
2009,Portugal,Total,Unknown,Total,Person,,
2009,Portugal,Total,Unknown,Less than 14 years,Person,,
2009,Portugal,Total,Unknown,From 14 to 17 years,Person,,
2009,Portugal,Total,Unknown,From 18 to 34 years,Person,,
2009,Portugal,Total,Unknown,35 years or over,Person,,
2009,Romania,Total,Total,Total,Person,4365,
2009,Romania,Total,Total,Less than 14 years,Person,85,
2009,Romania,Total,Total,From 14 to 17 years,Person,80,
2009,Romania,Total,Total,From 18 to 34 years,Person,2470,
2009,Romania,Total,Total,35 years or over,Person,1730,
2009,Romania,Total,Males,Total,Person,3370,
2009,Romania,Total,Males,Less than 14 years,Person,45,
2009,Romania,Total,Males,From 14 to 17 years,Person,60,
2009,Romania,Total,Males,From 18 to 34 years,Person,1820,
2009,Romania,Total,Males,35 years or over,Person,1445,
2009,Romania,Total,Females,Total,Person,995,
2009,Romania,Total,Females,Less than 14 years,Person,35,
2009,Romania,Total,Females,From 14 to 17 years,Person,20,
2009,Romania,Total,Females,From 18 to 34 years,Person,650,
2009,Romania,Total,Females,35 years or over,Person,285,
2009,Romania,Total,Unknown,Total,Person,,
2009,Romania,Total,Unknown,Less than 14 years,Person,,
2009,Romania,Total,Unknown,From 14 to 17 years,Person,,
2009,Romania,Total,Unknown,From 18 to 34 years,Person,,
2009,Romania,Total,Unknown,35 years or over,Person,,
2009,Slovenia,Total,Total,Total,Person,1065,
2009,Slovenia,Total,Total,Less than 14 years,Person,75,
2009,Slovenia,Total,Total,From 14 to 17 years,Person,45,
2009,Slovenia,Total,Total,From 18 to 34 years,Person,590,
2009,Slovenia,Total,Total,35 years or over,Person,355,
2009,Slovenia,Total,Males,Total,Person,870,
2009,Slovenia,Total,Males,Less than 14 years,Person,40,
2009,Slovenia,Total,Males,From 14 to 17 years,Person,35,
2009,Slovenia,Total,Males,From 18 to 34 years,Person,495,
2009,Slovenia,Total,Males,35 years or over,Person,295,
2009,Slovenia,Total,Females,Total,Person,195,
2009,Slovenia,Total,Females,Less than 14 years,Person,35,
2009,Slovenia,Total,Females,From 14 to 17 years,Person,5,
2009,Slovenia,Total,Females,From 18 to 34 years,Person,95,
2009,Slovenia,Total,Females,35 years or over,Person,55,
2009,Slovenia,Total,Unknown,Total,Person,,
2009,Slovenia,Total,Unknown,Less than 14 years,Person,,
2009,Slovenia,Total,Unknown,From 14 to 17 years,Person,,
2009,Slovenia,Total,Unknown,From 18 to 34 years,Person,,
2009,Slovenia,Total,Unknown,35 years or over,Person,,
2009,Slovakia,Total,Total,Total,Person,1715,
2009,Slovakia,Total,Total,Less than 14 years,Person,35,
2009,Slovakia,Total,Total,From 14 to 17 years,Person,85,
2009,Slovakia,Total,Total,From 18 to 34 years,Person,1105,
2009,Slovakia,Total,Total,35 years or over,Person,490,
2009,Slovakia,Total,Males,Total,Person,1425,
2009,Slovakia,Total,Males,Less than 14 years,Person,20,
2009,Slovakia,Total,Males,From 14 to 17 years,Person,85,
2009,Slovakia,Total,Males,From 18 to 34 years,Person,980,
2009,Slovakia,Total,Males,35 years or over,Person,345,
2009,Slovakia,Total,Females,Total,Person,290,
2009,Slovakia,Total,Females,Less than 14 years,Person,15,
2009,Slovakia,Total,Females,From 14 to 17 years,Person,5,
2009,Slovakia,Total,Females,From 18 to 34 years,Person,130,
2009,Slovakia,Total,Females,35 years or over,Person,145,
2009,Slovakia,Total,Unknown,Total,Person,,
2009,Slovakia,Total,Unknown,Less than 14 years,Person,,
2009,Slovakia,Total,Unknown,From 14 to 17 years,Person,,
2009,Slovakia,Total,Unknown,From 18 to 34 years,Person,,
2009,Slovakia,Total,Unknown,35 years or over,Person,,
2009,Finland,Total,Total,Total,Person,6660,
2009,Finland,Total,Total,Less than 14 years,Person,735,
2009,Finland,Total,Total,From 14 to 17 years,Person,955,
2009,Finland,Total,Total,From 18 to 34 years,Person,3805,
2009,Finland,Total,Total,35 years or over,Person,1170,
2009,Finland,Total,Males,Total,Person,4945,
2009,Finland,Total,Males,Less than 14 years,Person,385,
2009,Finland,Total,Males,From 14 to 17 years,Person,785,
2009,Finland,Total,Males,From 18 to 34 years,Person,3000,
2009,Finland,Total,Males,35 years or over,Person,775,
2009,Finland,Total,Females,Total,Person,1715,
2009,Finland,Total,Females,Less than 14 years,Person,345,
2009,Finland,Total,Females,From 14 to 17 years,Person,170,
2009,Finland,Total,Females,From 18 to 34 years,Person,810,
2009,Finland,Total,Females,35 years or over,Person,395,
2009,Finland,Total,Unknown,Total,Person,,
2009,Finland,Total,Unknown,Less than 14 years,Person,,
2009,Finland,Total,Unknown,From 14 to 17 years,Person,,
2009,Finland,Total,Unknown,From 18 to 34 years,Person,,
2009,Finland,Total,Unknown,35 years or over,Person,,
2009,Sweden,Total,Total,Total,Person,22230,
2009,Sweden,Total,Total,Less than 14 years,Person,3680,
2009,Sweden,Total,Total,From 14 to 17 years,Person,2330,
2009,Sweden,Total,Total,From 18 to 34 years,Person,11680,
2009,Sweden,Total,Total,35 years or over,Person,4545,
2009,Sweden,Total,Males,Total,Person,14640,
2009,Sweden,Total,Males,Less than 14 years,Person,1970,
2009,Sweden,Total,Males,From 14 to 17 years,Person,1765,
2009,Sweden,Total,Males,From 18 to 34 years,Person,8155,
2009,Sweden,Total,Males,35 years or over,Person,2750,
2009,Sweden,Total,Females,Total,Person,7590,
2009,Sweden,Total,Females,Less than 14 years,Person,1710,
2009,Sweden,Total,Females,From 14 to 17 years,Person,560,
2009,Sweden,Total,Females,From 18 to 34 years,Person,3525,
2009,Sweden,Total,Females,35 years or over,Person,1795,
2009,Sweden,Total,Unknown,Total,Person,,
2009,Sweden,Total,Unknown,Less than 14 years,Person,,
2009,Sweden,Total,Unknown,From 14 to 17 years,Person,,
2009,Sweden,Total,Unknown,From 18 to 34 years,Person,,
2009,Sweden,Total,Unknown,35 years or over,Person,,
2009,United Kingdom,Total,Total,Total,Person,69745,
2009,United Kingdom,Total,Total,Less than 14 years,Person,5120,
2009,United Kingdom,Total,Total,From 14 to 17 years,Person,5105,
2009,United Kingdom,Total,Total,From 18 to 34 years,Person,40190,
2009,United Kingdom,Total,Total,35 years or over,Person,19330,
2009,United Kingdom,Total,Males,Total,Person,50785,
2009,United Kingdom,Total,Males,Less than 14 years,Person,2740,
2009,United Kingdom,Total,Males,From 14 to 17 years,Person,4575,
2009,United Kingdom,Total,Males,From 18 to 34 years,Person,30445,
2009,United Kingdom,Total,Males,35 years or over,Person,13025,
2009,United Kingdom,Total,Females,Total,Person,18960,
2009,United Kingdom,Total,Females,Less than 14 years,Person,2380,
2009,United Kingdom,Total,Females,From 14 to 17 years,Person,530,
2009,United Kingdom,Total,Females,From 18 to 34 years,Person,9745,
2009,United Kingdom,Total,Females,35 years or over,Person,6300,
2009,United Kingdom,Total,Unknown,Total,Person,,
2009,United Kingdom,Total,Unknown,Less than 14 years,Person,,
2009,United Kingdom,Total,Unknown,From 14 to 17 years,Person,,
2009,United Kingdom,Total,Unknown,From 18 to 34 years,Person,,
2009,United Kingdom,Total,Unknown,35 years or over,Person,,
2009,Iceland,Total,Total,Total,Person,30,
2009,Iceland,Total,Total,Less than 14 years,Person,0,
2009,Iceland,Total,Total,From 14 to 17 years,Person,0,
2009,Iceland,Total,Total,From 18 to 34 years,Person,20,
2009,Iceland,Total,Total,35 years or over,Person,10,
2009,Iceland,Total,Males,Total,Person,20,
2009,Iceland,Total,Males,Less than 14 years,Person,0,
2009,Iceland,Total,Males,From 14 to 17 years,Person,0,
2009,Iceland,Total,Males,From 18 to 34 years,Person,15,
2009,Iceland,Total,Males,35 years or over,Person,5,
2009,Iceland,Total,Females,Total,Person,10,
2009,Iceland,Total,Females,Less than 14 years,Person,0,
2009,Iceland,Total,Females,From 14 to 17 years,Person,0,
2009,Iceland,Total,Females,From 18 to 34 years,Person,5,
2009,Iceland,Total,Females,35 years or over,Person,0,
2009,Iceland,Total,Unknown,Total,Person,,
2009,Iceland,Total,Unknown,Less than 14 years,Person,,
2009,Iceland,Total,Unknown,From 14 to 17 years,Person,,
2009,Iceland,Total,Unknown,From 18 to 34 years,Person,,
2009,Iceland,Total,Unknown,35 years or over,Person,,
2009,Liechtenstein,Total,Total,Total,Person,5,
2009,Liechtenstein,Total,Total,Less than 14 years,Person,0,
2009,Liechtenstein,Total,Total,From 14 to 17 years,Person,0,
2009,Liechtenstein,Total,Total,From 18 to 34 years,Person,0,
2009,Liechtenstein,Total,Total,35 years or over,Person,5,
2009,Liechtenstein,Total,Males,Total,Person,0,
2009,Liechtenstein,Total,Males,Less than 14 years,Person,0,
2009,Liechtenstein,Total,Males,From 14 to 17 years,Person,0,
2009,Liechtenstein,Total,Males,From 18 to 34 years,Person,0,
2009,Liechtenstein,Total,Males,35 years or over,Person,0,
2009,Liechtenstein,Total,Females,Total,Person,5,
2009,Liechtenstein,Total,Females,Less than 14 years,Person,0,
2009,Liechtenstein,Total,Females,From 14 to 17 years,Person,0,
2009,Liechtenstein,Total,Females,From 18 to 34 years,Person,0,
2009,Liechtenstein,Total,Females,35 years or over,Person,0,
2009,Liechtenstein,Total,Unknown,Total,Person,,
2009,Liechtenstein,Total,Unknown,Less than 14 years,Person,,
2009,Liechtenstein,Total,Unknown,From 14 to 17 years,Person,,
2009,Liechtenstein,Total,Unknown,From 18 to 34 years,Person,,
2009,Liechtenstein,Total,Unknown,35 years or over,Person,,
2009,Norway,Total,Total,Total,Person,1600,
2009,Norway,Total,Total,Less than 14 years,Person,0,
2009,Norway,Total,Total,From 14 to 17 years,Person,5,
2009,Norway,Total,Total,From 18 to 34 years,Person,1210,
2009,Norway,Total,Total,35 years or over,Person,385,
2009,Norway,Total,Males,Total,Person,1330,
2009,Norway,Total,Males,Less than 14 years,Person,0,
2009,Norway,Total,Males,From 14 to 17 years,Person,5,
2009,Norway,Total,Males,From 18 to 34 years,Person,1030,
2009,Norway,Total,Males,35 years or over,Person,295,
2009,Norway,Total,Females,Total,Person,265,
2009,Norway,Total,Females,Less than 14 years,Person,0,
2009,Norway,Total,Females,From 14 to 17 years,Person,0,
2009,Norway,Total,Females,From 18 to 34 years,Person,180,
2009,Norway,Total,Females,35 years or over,Person,90,
2009,Norway,Total,Unknown,Total,Person,,
2009,Norway,Total,Unknown,Less than 14 years,Person,,
2009,Norway,Total,Unknown,From 14 to 17 years,Person,,
2009,Norway,Total,Unknown,From 18 to 34 years,Person,,
2009,Norway,Total,Unknown,35 years or over,Person,,
2009,Switzerland,Total,Total,Total,Person,11740,
2009,Switzerland,Total,Total,Less than 14 years,Person,55,
2009,Switzerland,Total,Total,From 14 to 17 years,Person,365,
2009,Switzerland,Total,Total,From 18 to 34 years,Person,7970,
2009,Switzerland,Total,Total,35 years or over,Person,3350,
2009,Switzerland,Total,Males,Total,Person,8680,
2009,Switzerland,Total,Males,Less than 14 years,Person,25,
2009,Switzerland,Total,Males,From 14 to 17 years,Person,280,
2009,Switzerland,Total,Males,From 18 to 34 years,Person,6300,
2009,Switzerland,Total,Males,35 years or over,Person,2075,
2009,Switzerland,Total,Females,Total,Person,3060,
2009,Switzerland,Total,Females,Less than 14 years,Person,35,
2009,Switzerland,Total,Females,From 14 to 17 years,Person,85,
2009,Switzerland,Total,Females,From 18 to 34 years,Person,1670,
2009,Switzerland,Total,Females,35 years or over,Person,1275,
2009,Switzerland,Total,Unknown,Total,Person,,
2009,Switzerland,Total,Unknown,Less than 14 years,Person,,
2009,Switzerland,Total,Unknown,From 14 to 17 years,Person,,
2009,Switzerland,Total,Unknown,From 18 to 34 years,Person,,
2009,Switzerland,Total,Unknown,35 years or over,Person,,
2010,European Union (28 countries),Total,Total,Total,Person,505130,d
2010,European Union (28 countries),Total,Total,Less than 14 years,Person,16255,d
2010,European Union (28 countries),Total,Total,From 14 to 17 years,Person,25205,d
2010,European Union (28 countries),Total,Total,From 18 to 34 years,Person,337075,d
2010,European Union (28 countries),Total,Total,35 years or over,Person,124890,d
2010,European Union (28 countries),Total,Males,Total,Person,409710,d
2010,European Union (28 countries),Total,Males,Less than 14 years,Person,8815,d
2010,European Union (28 countries),Total,Males,From 14 to 17 years,Person,21420,d
2010,European Union (28 countries),Total,Males,From 18 to 34 years,Person,284100,d
2010,European Union (28 countries),Total,Males,35 years or over,Person,93755,d
2010,European Union (28 countries),Total,Females,Total,Person,95420,d
2010,European Union (28 countries),Total,Females,Less than 14 years,Person,7440,d
2010,European Union (28 countries),Total,Females,From 14 to 17 years,Person,3785,d
2010,European Union (28 countries),Total,Females,From 18 to 34 years,Person,52980,d
2010,European Union (28 countries),Total,Females,35 years or over,Person,31135,d
2010,European Union (28 countries),Total,Unknown,Total,Person,,
2010,European Union (28 countries),Total,Unknown,Less than 14 years,Person,,
2010,European Union (28 countries),Total,Unknown,From 14 to 17 years,Person,,
2010,European Union (28 countries),Total,Unknown,From 18 to 34 years,Person,,
2010,European Union (28 countries),Total,Unknown,35 years or over,Person,,
2010,European Union (27 countries),Total,Total,Total,Person,505130,
2010,European Union (27 countries),Total,Total,Less than 14 years,Person,16255,d
2010,European Union (27 countries),Total,Total,From 14 to 17 years,Person,25205,d
2010,European Union (27 countries),Total,Total,From 18 to 34 years,Person,337075,d
2010,European Union (27 countries),Total,Total,35 years or over,Person,124890,d
2010,European Union (27 countries),Total,Males,Total,Person,409710,
2010,European Union (27 countries),Total,Males,Less than 14 years,Person,8815,d
2010,European Union (27 countries),Total,Males,From 14 to 17 years,Person,21420,d
2010,European Union (27 countries),Total,Males,From 18 to 34 years,Person,284100,d
2010,European Union (27 countries),Total,Males,35 years or over,Person,93755,d
2010,European Union (27 countries),Total,Females,Total,Person,95420,
2010,European Union (27 countries),Total,Females,Less than 14 years,Person,7440,d
2010,European Union (27 countries),Total,Females,From 14 to 17 years,Person,3785,d
2010,European Union (27 countries),Total,Females,From 18 to 34 years,Person,52980,d
2010,European Union (27 countries),Total,Females,35 years or over,Person,31135,d
2010,European Union (27 countries),Total,Unknown,Total,Person,,
2010,European Union (27 countries),Total,Unknown,Less than 14 years,Person,,
2010,European Union (27 countries),Total,Unknown,From 14 to 17 years,Person,,
2010,European Union (27 countries),Total,Unknown,From 18 to 34 years,Person,,
2010,European Union (27 countries),Total,Unknown,35 years or over,Person,,
2010,Belgium,Total,Total,Total,Person,12115,
2010,Belgium,Total,Total,Less than 14 years,Person,115,
2010,Belgium,Total,Total,From 14 to 17 years,Person,755,
2010,Belgium,Total,Total,From 18 to 34 years,Person,8175,
2010,Belgium,Total,Total,35 years or over,Person,3065,
2010,Belgium,Total,Males,Total,Person,10695,
2010,Belgium,Total,Males,Less than 14 years,Person,55,
2010,Belgium,Total,Males,From 14 to 17 years,Person,605,
2010,Belgium,Total,Males,From 18 to 34 years,Person,7390,
2010,Belgium,Total,Males,35 years or over,Person,2650,
2010,Belgium,Total,Females,Total,Person,1415,
2010,Belgium,Total,Females,Less than 14 years,Person,55,
2010,Belgium,Total,Females,From 14 to 17 years,Person,155,
2010,Belgium,Total,Females,From 18 to 34 years,Person,790,
2010,Belgium,Total,Females,35 years or over,Person,415,
2010,Belgium,Total,Unknown,Total,Person,,
2010,Belgium,Total,Unknown,Less than 14 years,Person,,
2010,Belgium,Total,Unknown,From 14 to 17 years,Person,,
2010,Belgium,Total,Unknown,From 18 to 34 years,Person,,
2010,Belgium,Total,Unknown,35 years or over,Person,,
2010,Bulgaria,Total,Total,Total,Person,1705,
2010,Bulgaria,Total,Total,Less than 14 years,Person,0,
2010,Bulgaria,Total,Total,From 14 to 17 years,Person,0,
2010,Bulgaria,Total,Total,From 18 to 34 years,Person,0,
2010,Bulgaria,Total,Total,35 years or over,Person,0,
2010,Bulgaria,Total,Males,Total,Person,1625,
2010,Bulgaria,Total,Males,Less than 14 years,Person,0,
2010,Bulgaria,Total,Males,From 14 to 17 years,Person,0,
2010,Bulgaria,Total,Males,From 18 to 34 years,Person,0,
2010,Bulgaria,Total,Males,35 years or over,Person,0,
2010,Bulgaria,Total,Females,Total,Person,80,
2010,Bulgaria,Total,Females,Less than 14 years,Person,0,
2010,Bulgaria,Total,Females,From 14 to 17 years,Person,0,
2010,Bulgaria,Total,Females,From 18 to 34 years,Person,0,
2010,Bulgaria,Total,Females,35 years or over,Person,0,
2010,Bulgaria,Total,Unknown,Total,Person,,
2010,Bulgaria,Total,Unknown,Less than 14 years,Person,,
2010,Bulgaria,Total,Unknown,From 14 to 17 years,Person,,
2010,Bulgaria,Total,Unknown,From 18 to 34 years,Person,,
2010,Bulgaria,Total,Unknown,35 years or over,Person,,
2010,Czech Republic,Total,Total,Total,Person,2655,
2010,Czech Republic,Total,Total,Less than 14 years,Person,115,
2010,Czech Republic,Total,Total,From 14 to 17 years,Person,20,
2010,Czech Republic,Total,Total,From 18 to 34 years,Person,1295,
2010,Czech Republic,Total,Total,35 years or over,Person,1225,
2010,Czech Republic,Total,Males,Total,Person,1955,
2010,Czech Republic,Total,Males,Less than 14 years,Person,100,
2010,Czech Republic,Total,Males,From 14 to 17 years,Person,10,
2010,Czech Republic,Total,Males,From 18 to 34 years,Person,1000,
2010,Czech Republic,Total,Males,35 years or over,Person,850,
2010,Czech Republic,Total,Females,Total,Person,700,
2010,Czech Republic,Total,Females,Less than 14 years,Person,15,
2010,Czech Republic,Total,Females,From 14 to 17 years,Person,10,
2010,Czech Republic,Total,Females,From 18 to 34 years,Person,295,
2010,Czech Republic,Total,Females,35 years or over,Person,375,
2010,Czech Republic,Total,Unknown,Total,Person,,
2010,Czech Republic,Total,Unknown,Less than 14 years,Person,,
2010,Czech Republic,Total,Unknown,From 14 to 17 years,Person,,
2010,Czech Republic,Total,Unknown,From 18 to 34 years,Person,,
2010,Czech Republic,Total,Unknown,35 years or over,Person,,
2010,Denmark,Total,Total,Total,Person,665,
2010,Denmark,Total,Total,Less than 14 years,Person,5,
2010,Denmark,Total,Total,From 14 to 17 years,Person,25,
2010,Denmark,Total,Total,From 18 to 34 years,Person,410,
2010,Denmark,Total,Total,35 years or over,Person,220,
2010,Denmark,Total,Males,Total,Person,440,
2010,Denmark,Total,Males,Less than 14 years,Person,0,
2010,Denmark,Total,Males,From 14 to 17 years,Person,20,
2010,Denmark,Total,Males,From 18 to 34 years,Person,275,
2010,Denmark,Total,Males,35 years or over,Person,140,
2010,Denmark,Total,Females,Total,Person,220,
2010,Denmark,Total,Females,Less than 14 years,Person,5,
2010,Denmark,Total,Females,From 14 to 17 years,Person,5,
2010,Denmark,Total,Females,From 18 to 34 years,Person,135,
2010,Denmark,Total,Females,35 years or over,Person,75,
2010,Denmark,Total,Unknown,Total,Person,,
2010,Denmark,Total,Unknown,Less than 14 years,Person,,
2010,Denmark,Total,Unknown,From 14 to 17 years,Person,,
2010,Denmark,Total,Unknown,From 18 to 34 years,Person,,
2010,Denmark,Total,Unknown,35 years or over,Person,,
2010,Germany (until 1990 former territory of the FRG),Total,Total,Total,Person,50250,
2010,Germany (until 1990 former territory of the FRG),Total,Total,Less than 14 years,Person,760,
2010,Germany (until 1990 former territory of the FRG),Total,Total,From 14 to 17 years,Person,4380,
2010,Germany (until 1990 former territory of the FRG),Total,Total,From 18 to 34 years,Person,28400,
2010,Germany (until 1990 former territory of the FRG),Total,Total,35 years or over,Person,16705,
2010,Germany (until 1990 former territory of the FRG),Total,Males,Total,Person,36225,
2010,Germany (until 1990 former territory of the FRG),Total,Males,Less than 14 years,Person,450,
2010,Germany (until 1990 former territory of the FRG),Total,Males,From 14 to 17 years,Person,3490,
2010,Germany (until 1990 former territory of the FRG),Total,Males,From 18 to 34 years,Person,21410,
2010,Germany (until 1990 former territory of the FRG),Total,Males,35 years or over,Person,10880,
2010,Germany (until 1990 former territory of the FRG),Total,Females,Total,Person,14020,
2010,Germany (until 1990 former territory of the FRG),Total,Females,Less than 14 years,Person,310,
2010,Germany (until 1990 former territory of the FRG),Total,Females,From 14 to 17 years,Person,890,
2010,Germany (until 1990 former territory of the FRG),Total,Females,From 18 to 34 years,Person,6995,
2010,Germany (until 1990 former territory of the FRG),Total,Females,35 years or over,Person,5830,
2010,Germany (until 1990 former territory of the FRG),Total,Unknown,Total,Person,,
2010,Germany (until 1990 former territory of the FRG),Total,Unknown,Less than 14 years,Person,,
2010,Germany (until 1990 former territory of the FRG),Total,Unknown,From 14 to 17 years,Person,,
2010,Germany (until 1990 former territory of the FRG),Total,Unknown,From 18 to 34 years,Person,,
2010,Germany (until 1990 former territory of the FRG),Total,Unknown,35 years or over,Person,,
2010,Estonia,Total,Total,Total,Person,860,
2010,Estonia,Total,Total,Less than 14 years,Person,0,
2010,Estonia,Total,Total,From 14 to 17 years,Person,20,
2010,Estonia,Total,Total,From 18 to 34 years,Person,290,
2010,Estonia,Total,Total,35 years or over,Person,550,
2010,Estonia,Total,Males,Total,Person,580,
2010,Estonia,Total,Males,Less than 14 years,Person,0,
2010,Estonia,Total,Males,From 14 to 17 years,Person,10,
2010,Estonia,Total,Males,From 18 to 34 years,Person,200,
2010,Estonia,Total,Males,35 years or over,Person,375,
2010,Estonia,Total,Females,Total,Person,280,
2010,Estonia,Total,Females,Less than 14 years,Person,0,
2010,Estonia,Total,Females,From 14 to 17 years,Person,10,
2010,Estonia,Total,Females,From 18 to 34 years,Person,95,
2010,Estonia,Total,Females,35 years or over,Person,175,
2010,Estonia,Total,Unknown,Total,Person,,
2010,Estonia,Total,Unknown,Less than 14 years,Person,,
2010,Estonia,Total,Unknown,From 14 to 17 years,Person,,
2010,Estonia,Total,Unknown,From 18 to 34 years,Person,,
2010,Estonia,Total,Unknown,35 years or over,Person,,
2010,Ireland,Total,Total,Total,Person,4325,
2010,Ireland,Total,Total,Less than 14 years,Person,820,
2010,Ireland,Total,Total,From 14 to 17 years,Person,105,
2010,Ireland,Total,Total,From 18 to 34 years,Person,2340,
2010,Ireland,Total,Total,35 years or over,Person,1060,
2010,Ireland,Total,Males,Total,Person,2725,
2010,Ireland,Total,Males,Less than 14 years,Person,415,
2010,Ireland,Total,Males,From 14 to 17 years,Person,65,
2010,Ireland,Total,Males,From 18 to 34 years,Person,1565,
2010,Ireland,Total,Males,35 years or over,Person,680,
2010,Ireland,Total,Females,Total,Person,1600,
2010,Ireland,Total,Females,Less than 14 years,Person,405,
2010,Ireland,Total,Females,From 14 to 17 years,Person,45,
